id,y__abs_energy,"y__agg_autocorrelation__f_agg_""mean""__maxlag_40","y__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""","y__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""","y__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",y__ar_coefficient__coeff_10__k_10,y__ar_coefficient__coeff_1__k_10,y__ar_coefficient__coeff_2__k_10,y__ar_coefficient__coeff_3__k_10,y__ar_coefficient__coeff_4__k_10,y__ar_coefficient__coeff_6__k_10,y__ar_coefficient__coeff_7__k_10,y__ar_coefficient__coeff_8__k_10,y__ar_coefficient__coeff_9__k_10,"y__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",y__benford_correlation,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0","y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",y__count_above_mean,"y__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",y__energy_ratio_by_chunks__num_segments_10__segment_focus_2,y__energy_ratio_by_chunks__num_segments_10__segment_focus_3,y__energy_ratio_by_chunks__num_segments_10__segment_focus_5,"y__fft_aggregated__aggtype_""kurtosis""","y__fft_coefficient__attr_""angle""__coeff_1","y__fft_coefficient__attr_""angle""__coeff_16","y__fft_coefficient__attr_""angle""__coeff_19","y__fft_coefficient__attr_""angle""__coeff_2","y__fft_coefficient__attr_""angle""__coeff_20","y__fft_coefficient__attr_""angle""__coeff_23","y__fft_coefficient__attr_""angle""__coeff_28","y__fft_coefficient__attr_""angle""__coeff_33","y__fft_coefficient__attr_""angle""__coeff_34","y__fft_coefficient__attr_""angle""__coeff_36","y__fft_coefficient__attr_""angle""__coeff_37","y__fft_coefficient__attr_""angle""__coeff_38","y__fft_coefficient__attr_""angle""__coeff_39","y__fft_coefficient__attr_""angle""__coeff_4","y__fft_coefficient__attr_""angle""__coeff_40","y__fft_coefficient__attr_""angle""__coeff_41","y__fft_coefficient__attr_""angle""__coeff_43","y__fft_coefficient__attr_""angle""__coeff_46","y__fft_coefficient__attr_""angle""__coeff_49","y__fft_coefficient__attr_""angle""__coeff_5","y__fft_coefficient__attr_""angle""__coeff_50","y__fft_coefficient__attr_""angle""__coeff_52","y__fft_coefficient__attr_""angle""__coeff_53","y__fft_coefficient__attr_""angle""__coeff_59","y__fft_coefficient__attr_""angle""__coeff_6","y__fft_coefficient__attr_""angle""__coeff_60","y__fft_coefficient__attr_""angle""__coeff_63","y__fft_coefficient__attr_""angle""__coeff_65","y__fft_coefficient__attr_""angle""__coeff_66","y__fft_coefficient__attr_""angle""__coeff_69","y__fft_coefficient__attr_""angle""__coeff_72","y__fft_coefficient__attr_""angle""__coeff_74","y__fft_coefficient__attr_""angle""__coeff_76","y__fft_coefficient__attr_""angle""__coeff_77","y__fft_coefficient__attr_""angle""__coeff_78","y__fft_coefficient__attr_""angle""__coeff_81","y__fft_coefficient__attr_""angle""__coeff_82","y__fft_coefficient__attr_""angle""__coeff_83","y__fft_coefficient__attr_""angle""__coeff_85","y__fft_coefficient__attr_""angle""__coeff_89","y__fft_coefficient__attr_""angle""__coeff_90","y__fft_coefficient__attr_""angle""__coeff_94","y__fft_coefficient__attr_""angle""__coeff_96","y__fft_coefficient__attr_""angle""__coeff_97","y__fft_coefficient__attr_""angle""__coeff_99","y__fft_coefficient__attr_""imag""__coeff_40","y__fft_coefficient__attr_""imag""__coeff_47","y__fft_coefficient__attr_""imag""__coeff_64","y__fft_coefficient__attr_""imag""__coeff_75","y__fft_coefficient__attr_""imag""__coeff_77","y__fft_coefficient__attr_""real""__coeff_1","y__fft_coefficient__attr_""real""__coeff_38","y__fft_coefficient__attr_""real""__coeff_55","y__fft_coefficient__attr_""real""__coeff_58","y__fft_coefficient__attr_""real""__coeff_60","y__fft_coefficient__attr_""real""__coeff_64","y__fft_coefficient__attr_""real""__coeff_65","y__fft_coefficient__attr_""real""__coeff_66","y__fft_coefficient__attr_""real""__coeff_67","y__fft_coefficient__attr_""real""__coeff_70","y__fft_coefficient__attr_""real""__coeff_73","y__fft_coefficient__attr_""real""__coeff_81","y__fft_coefficient__attr_""real""__coeff_85","y__fft_coefficient__attr_""real""__coeff_92","y__fft_coefficient__attr_""real""__coeff_94","y__fft_coefficient__attr_""real""__coeff_97",y__first_location_of_maximum,y__first_location_of_minimum,y__last_location_of_minimum,y__lempel_ziv_complexity__bins_2,y__lempel_ziv_complexity__bins_3,"y__linear_trend__attr_""pvalue""",y__mean_second_derivative_central,y__number_cwt_peaks__n_5,y__number_peaks__n_1,y__partial_autocorrelation__lag_9,y__percentage_of_reoccurring_datapoints_to_all_datapoints,y__percentage_of_reoccurring_values_to_all_values,y__ratio_beyond_r_sigma__r_0.5,y__ratio_beyond_r_sigma__r_1.5,y__ratio_beyond_r_sigma__r_2,y__ratio_beyond_r_sigma__r_3,y__variation_coefficient
4,10165060.591385871,0.9402825346603834,0.3632839150297876,0.0305928635950896,0.0046934318237448,-0.0185493966493601,0.7688499579799632,-0.0108194244119236,0.1489644898723578,-0.0606088126319478,0.1107352321638887,-0.1755995525990726,0.0757533973436327,0.1211632728184917,0.1293723588517863,0.8248516523328109,0.0014188175946727,0.0007947030262724,0.0021964418248098,8997.0,4.515493671260555,-0.3181243195655812,2.282943826507432,0.5668268315576197,-0.0952281105451203,0.1229317115956209,0.1078375082491781,0.0834875793153209,4.32449966076027,55.249320132514015,104.318534702733,58.87385312858216,110.51738542716323,108.4980124470758,79.26152137219664,159.2180584712707,63.95684217786001,83.13823196471921,-175.46942054505104,73.24664214528977,81.881958820372,96.60540603869872,33.53964187651709,-15.427320707111493,13.68178483166038,141.47469855814438,135.33699453977437,-136.12485794286766,66.81856230007274,-171.1595553606877,16.308492245281943,83.4425577793219,60.08190480962608,-33.47514699227332,83.52956946382008,123.77795961396278,-20.64342331872109,170.60188676370558,52.71055575134152,-129.38447569352732,70.30891278329672,83.18516829518907,47.09900213989881,120.9947878165345,105.7961466667502,62.61778159867479,95.99961181481405,39.40397505443854,21.528606107388484,28.85598796714387,84.19761695875069,71.96752712587639,76.97263539284683,-41.76019179597435,-239.30958352949,201.74488133156515,-187.71509313527685,489.1481618864543,560.6689857569597,1703.359298387881,1422.0556629768828,852.5273860572779,1017.7482514813292,53.12166374965409,1159.1621548360322,1427.653273144101,-80.85879929371586,-266.9660629595676,172.15879635580683,-768.194505400076,-200.94338247159683,621.8688806478884,217.87471077308305,33.1708423913163,68.96865386036714,0.8384973951192761,0.0828077872223745,0.0840690978886756,0.0297778996435426,0.0439265149437894,0.0,-3.6563704870290135e-05,1508.0,4441.0,0.1063358654158412,0.9776802851658898,0.5834186284544524,0.6996983822319714,0.1317247052371812,0.0310392103098437,0.000712914724431,0.2863077496371309
5,13110416.627648702,0.8936372513750068,0.0680127709203839,-0.0026845551879327,0.0010226014439792,-0.0329839661126754,0.903706036889396,-0.1373516349569475,0.2571611772109635,-0.1764394593919057,0.0791439739845261,-0.0800722119345989,0.0169931987491864,0.1059775008668538,0.002595194523655,0.67827466974151,-0.0052270620090999,-0.0037853201850994,-0.0040830062062081,8684.0,0.4532123577345402,0.4082169693843028,0.2045060147490704,-0.5915671133724335,0.8339832467246555,0.0452625094412717,0.0771561065512736,0.1269772016385209,4.596039489699394,100.8613131662884,-157.58487630763855,-118.20543920913792,-5.361197087569375,43.354269792848136,-165.6417520559789,-87.78191369522443,1.528803963635821,-152.44196041586645,143.5027105372406,-110.29726751830276,75.03707675791722,-76.68927931724303,114.8142314602911,70.16256778369637,-113.68506779106288,-137.92609980412416,-18.84217465153389,169.20452497696914,32.15303775180299,-68.31399468417237,-101.38987204575554,69.30195097081962,-18.792575565455355,-70.51395660944141,136.6807686666043,-31.326623865049225,-102.80509675055566,25.032144592369143,-176.54999707956867,-61.32037639190304,-141.06512280080847,109.9853085438006,1.584033822834623,-145.7944773401615,-76.1822988514694,118.37803435275664,-98.07183827974086,-70.11953184276398,156.78474864095182,5.670142049782911,-112.59669725671732,175.1368783108067,106.44237452172436,23.96455332868104,3569.264040713167,-525.9801212171329,925.5366773906444,353.8474433426423,34.83571934185477,-2344.220859495022,2351.0846165798685,2156.274011940905,-2761.323796100912,-2498.039710759119,-368.4934936207141,-615.3409620828503,2885.6725691206666,-3217.769193073602,1061.0827930679434,196.9538726253932,257.9171209594115,689.4554090388071,1618.482277052111,-691.791460582513,-131.1628546780557,0.5401151631477927,0.2955305730737592,0.2955854126679462,0.0113517959967096,0.0176035097340279,1.3216905428041704e-46,-3.656375717380573e-05,1308.0,3809.0,0.0763821013436384,0.7856868659171922,0.131941359395824,0.6479298053194407,0.1085823964902659,0.0404716205100082,0.0082807787222374,0.2805586922123207
9,457679769907.9722,0.9836559047272064,0.0188072631726127,0.0840604800963927,0.0702675226349524,0.0628484165138773,0.5908065596677566,0.1144220609400292,0.0629232221737211,0.0499117641459338,0.0332275803829063,0.0327189944308014,-0.0239734118308529,0.0381745508209339,7.23688875359899e-13,0.1946871576732818,-0.3549861495844875,-0.1532476319350473,-0.2530796228752323,11488.0,14.687311457287905,-171.37294100643663,47.31268389621769,-34.11618296781879,176.5424924005603,0.0830576001267321,0.1039794838652801,0.0934494200860132,4.814812054522404,90.80323096267064,-103.62955322154262,-125.14611144279536,90.97345311636028,-113.9643557663518,-147.17053902255117,-21.790432692715072,-34.456035173388614,-26.483971142972145,-43.66836584480197,-62.289820875165695,-39.423343833538645,-36.20875031881761,110.10612434456952,-55.507089926445616,-49.15310220536134,-50.31322042899042,-43.06697229136153,-15.418676720104674,115.01983501260754,-6.640848837455552,-167.47454423064465,-133.4891542443974,-119.44465383450938,121.11987962178806,-142.45811773424623,-170.4948169661125,-24.93710897398512,-65.87274121167496,-53.18851552057995,-74.95904437055245,-83.99201592552008,-19.971498863056624,-101.20597332613929,-90.27844270266424,-102.95699909140296,-97.36743493992748,-92.2846145119823,-93.7765347304984,17.193192517008942,-73.2898822748373,-60.315548208160784,-87.86082738816016,-106.0169193729826,-120.18836111538222,-252017.2945485534,-323242.09283616906,-300172.5629630184,-111725.58652218342,-174855.98738082338,-15787.253928537308,3296935.4034647644,-221017.98824334203,-155226.8107635281,-250027.1885459739,599374.0963416016,261091.25264413643,119896.53046110678,67923.27633028547,22849.82293879411,-33052.532052541545,-37390.1835431354,-9333.678720191325,-11432.730665864729,52912.07714143241,-34662.249334302964,0.5791061146147518,0.4401425829448862,0.4401974225390732,0.0176035097340279,0.0363038113517959,0.0166451619389143,-0.0026600120660341,1760.0,5261.0,0.07386000031354,0.8961886482040032,0.6555050045495905,0.8227584315876062,0.1529476281875514,0.0,0.0,0.4225736337735941
10,293685764418.0,0.98215451951974,0.0053453332846465,-0.1155507717316708,0.0159699818192674,0.0579007764212753,0.5918067431816717,0.1776870098561574,0.0432925150664008,0.0018998725671063,0.0315958637213444,0.0107630230968609,0.0024588983723407,0.0736897567706929,4.6100803518615056e-10,0.2809125444845586,-0.0884391461047962,0.0749204512583164,-0.0664646325504511,11274.0,203.83552722737667,25.331439903812623,-160.24429203177328,183.90414653217172,165.56987468261303,0.1125465529577236,0.1206206378991546,0.0957866340704249,4.512818058182472,-166.19536537103448,5.164315451064418,54.48157915734391,163.36877309697454,41.504638644318455,51.36022241953631,-124.27261499712424,-92.04625537365516,-124.9552857535858,149.4276531150349,-43.564885801074965,-35.129430231431904,-127.39371469573408,139.78835250255867,88.19558643049126,59.30067698610359,45.23735287084245,159.05625281078764,122.94697586443064,-167.24848715290486,115.03759178742446,-47.71271985323493,-73.6348314208065,-49.75960796154851,164.64492846509884,28.028303814233944,54.84715832857014,-95.6410745795818,-104.70101573054264,-88.67816619286728,-131.40325335906,-12.21592720589453,-18.678327950627672,-93.83513660124912,-86.46213396080594,-162.18473123780944,-6.783951696435706,-27.74789287465012,-94.3242756356079,115.71299951676234,36.57658817031832,-150.12586795249436,-177.3855052219401,63.9374866367782,73.27184159058706,132933.35263894522,232330.7936988317,-389609.1315076213,-82313.78593584725,-33183.093332614495,-1558727.6826429989,2596347.6045892304,128160.06138491732,114756.78621639057,79442.2719732314,-290803.4516164059,-18672.6364173746,-37231.00411766078,-90972.45695689316,14295.97758714146,-9002.546445237793,-49410.71584716789,-6662.738506165657,-23029.075939998147,-27840.957301056,20248.55968254557,0.2147518508363038,0.019413216342199,0.0194680559363861,0.0203454894433781,0.0301617768028516,0.0623045709596292,0.0001371140240223,1682.0,5396.0,0.1090149314270586,0.9362215519605156,0.7583627675046748,0.7908417877707705,0.1523443926514943,0.000219358376748,0.0,0.4179190663042843
12,20420356.47065,0.7657488203781538,0.0266904701402885,-0.0024397560227371,0.0001890785240018,0.1297442280496608,0.4039187299357398,0.2335620295969873,-0.1218573959885271,0.1908415199544406,-0.0555984351248507,-0.0412663155778249,0.0257742285627568,0.0184445160730778,0.0002149194375964,0.1123544831142908,-0.0008960545080019,0.0002801878125956,2.446821591049e-05,9047.0,0.0033530572934095,-0.7835383830196926,-0.9612238130576588,0.8846574663853589,1.0025932282820438,0.1154675143496624,0.090667944209658,0.0922811312260122,4.072507821710698,-28.30603002787104,59.78154219284908,47.00500781278143,133.35312029467013,129.9171533430192,-87.83083351299194,46.28237237389938,-7.640031366151179,-159.12101597449742,62.673771872073736,-64.07496942031788,157.36673013992257,46.32905116081794,39.65365943196973,-49.647365957973406,-153.4627227590518,-112.15366168888887,-36.25527858023169,-104.71343387075817,-175.94771016711596,-169.08373881096966,-6.205791732276382,23.67484167633602,-80.6437906707376,123.11652693912404,138.16473930560244,-43.479691396518135,-3.733426430468536,-104.38983171630096,-94.80969036939484,-28.12185709085633,-17.387606395227806,154.88263407059145,135.3539875405916,72.31812071255284,7.447216854413436,55.37863245313016,-112.84521666980385,-146.44233668340908,52.648926426883015,-40.69111323788376,-3.441593394317469,-162.70013154529636,-35.06768807427648,-113.91901634677644,-201.8838298595639,214.1265573714764,483.9164236915207,-291.1467101784962,169.99421447985145,8631.058082467165,-3804.228934669728,1323.4953704341258,387.7926128711091,-539.694218567738,856.691283567154,564.6982662617025,-207.1250614293524,-451.4363903780097,-81.17289110481158,-192.2228472636924,877.3460807805212,-269.6998840976561,-561.9760004768414,124.91990200327896,579.4875190658263,0.6781685467816855,0.6743530192435302,0.6744083167440832,0.0112806901128069,0.0121654501216545,4.187033269073617e-06,-4.286030306382039e-05,1615.0,6000.0,0.0721861986673754,0.986839194868392,0.8496525584333544,0.6510727715107277,0.1142446361424463,0.0236673302366733,0.0022671975226719,0.0940944319137328
13,21008853.39701301,0.8150692801831912,0.1278601870996408,0.0268908193800648,0.0009590172469985,0.1027865124108206,0.4100263860881165,0.2618212026076956,-0.1502069989545592,0.2224658285179271,0.0086707597519939,-0.0568680021701293,-0.0062050925528573,0.0241455968437213,0.0008426243157312,0.1184811355216046,0.0057319682151589,-0.0007500249675421,-0.0001386368585323,9319.0,-1.233670528511535,0.5169251122635249,0.3187203345444855,0.8633412321183258,-0.5131021372729891,0.0893972947813053,0.0931175813825299,0.1094785962572658,3.996140165076562,32.48607316988649,112.0222196131697,5.437691544863458,-0.7903940817781185,-31.807639660009844,14.7718961020314,-114.91190829008256,-129.72573165708928,76.75816332673644,-92.51256071294875,49.85885447331543,-102.00586050614564,-37.26605701903,142.1985907293818,7.8500995126073505,-151.1217923792345,56.54207978049984,147.4757145072079,-127.63534270933654,55.18122925135755,54.92458779651812,-71.009208781954,-37.03909829140782,170.96779193348226,-150.82240669962073,-15.497401446616497,-76.23212797407099,116.2274165270437,90.5774788222162,66.13204144952391,72.3590419921582,2.5290880737898407,165.87989491386514,80.02967074682348,-151.85690698758907,-166.42231863271178,17.257867085657185,-46.74131541144287,11.731277596954524,46.72815179369088,-39.46034954094108,68.80982567353236,147.87794539773353,168.9980712688862,82.94433691707607,241.3885270912252,1165.7980990249014,1703.417859109963,-57.32971916273005,1269.8325109467958,5287.699339694758,-31.98029737986799,-147.97227476044077,134.70401967420912,646.7608102225297,-352.16674236705364,-69.03099002425947,-1.5575698926102888,-708.3034440980025,-258.81964339581106,-63.79683145041676,-753.5971065514997,373.6485190816588,-205.1522421355645,227.1885529472584,-479.8307901157925,0.4003946935643022,0.6584256112268392,0.6584804297774367,0.011347439973687,0.0178708474947922,5.322160691817279e-71,3.344298245614032e-05,1650.0,6128.0,0.0674412221497835,0.9683696963052296,0.7146389713155292,0.672678434382195,0.1117750246683477,0.0205021379234733,0.0022475605744984,0.1049553480777185
14,21845511.09266112,0.7039013674848437,0.119639459959978,-0.0068278604801854,0.0008056083928944,0.1009442943472207,0.4083246243643841,0.1881841135669512,-0.0607396153856845,0.199568193538222,0.0002329889611176,-0.0391261544194706,-0.0103223783731813,0.0232188701437638,1.0638031528420495e-06,0.0814642319381146,0.0021388979458754,-0.0022748621605064,-0.0017686556329848,8934.0,15.931864175463035,-10.358870284326349,-16.174818489284313,12.060597418560356,20.41032882896127,0.0958742233572008,0.095606120064714,0.0947850670369812,4.10444241999264,59.38703609413787,113.49106475533772,16.32226165933453,-138.35900969762594,18.74514688245537,-123.30724551473251,-62.07279220271133,-137.2182370208464,121.13223825033316,96.1290111456876,107.35395772651982,107.3722609909766,-41.85941973998182,-12.721878043449957,-103.00376390348436,140.76836861871527,113.32461627533078,39.23080253980494,-100.17362510896398,9.521548438450427,157.67459918081997,155.1419370903461,111.70401563449458,121.4432099057572,-154.23302265310917,-138.8083020186559,-78.69221767761512,-155.9284419740317,-113.3158795406102,125.13306411081376,32.55096948354043,-142.72801803095658,-83.08049989560385,87.83721781741927,89.4927638427552,-22.643621864779128,11.133282841521346,53.19798051537335,140.77945954840402,99.5237517487622,157.6087520326433,75.6420293347414,97.33321523281047,83.75299092421363,76.18542726803958,-1996.569743005444,-166.81222446901918,2773.332644029283,-143.37570929765536,920.4586651174671,5968.691501176644,-810.5413001530738,1125.407934633543,-433.60088496306776,-576.3084410769168,214.1188946334271,-616.5404032657713,-53.28694003055526,0.1956118599268563,-1172.184076326609,654.243956965579,314.50903413119414,-291.95630052943386,148.6940055217329,126.39955155900655,57.88095477100215,0.7936343852013058,0.1504352557127312,0.1504896626768226,0.0109902067464635,0.0114798694232861,1.4889105487656772e-90,-3.291979540755243e-05,1569.0,5946.0,0.0671537949744065,0.9770402611534276,0.7584430452203778,0.6192056583242656,0.1101741022850924,0.0281828073993471,0.0030467899891186,0.088642638969195
15,25945523.62339306,0.8100810450173773,-0.0034223739347757,-0.017956460730142,-3.522122890202525e-05,0.0667867223312874,0.3668478980006589,0.1832793007019432,-0.0364916664539429,0.2024932076570903,0.1096724063142366,0.0055709523162643,-0.047904086290573,0.0162921106747217,0.0001191206403716,0.0473626316190812,-0.0018512136649685,-0.0029703755077776,-0.0016621188185169,9396.0,-0.5458541149870381,1.017720383162452,1.907097114888648,-0.37107187523279,-1.2304553661131168,0.1095192890253719,0.0967336748500655,0.1026538309521189,4.152889725659921,175.6715801461203,-10.788022274371926,19.047513386017755,167.23393399339471,-74.5282849446812,-82.43588392735579,-3.7594151583767625,-124.47782562798592,-49.84904608079234,-86.60263697734854,86.34672540751453,18.508018268745047,-103.26841565784154,-46.135861523859965,153.57645008218418,-151.60126365759268,176.3854067451015,170.41691757908478,140.53552525709168,-54.72131777385553,82.10036509317568,-115.84589429507676,33.275948445028945,61.64260980662501,2.983273583458289,-43.88570491281574,-48.7386168004446,-74.04970775352714,0.7006836681584293,30.00949587359377,-59.10133888899964,-59.05134305580059,-12.50668004776228,-5.783029829209626,-66.11685142438915,-105.24183239086229,-101.5517119592455,-142.83223195091838,-62.2572115960434,158.49570924393657,109.59991066185874,-78.4247060525406,110.23345819208552,-21.231831504111536,103.47481307303354,883.1480364027612,1174.9001846203878,115.27559014107575,-932.8046038156136,-27.21456472676969,-3803.506542119937,3315.8145223090382,959.7515242349068,951.4420232570112,1055.6271285653615,-352.49272145056,198.36103033575148,1514.1391717474949,-430.8127059381168,-326.74312967420497,-370.6789033015582,-151.65406177576014,222.53375795820247,-711.8515377652332,100.04814136872938,550.0989414795131,0.3219084178777077,0.9124211680833562,0.9124760076775432,0.0109130792432136,0.0139292569234987,0.6890184329700006,-7.705808150057574e-05,1556.0,6102.0,0.0412858675615355,0.9758705785577186,0.802158273381295,0.6658623526185906,0.1127502056484782,0.0255552508911434,0.00164518782561,0.1187718128407509
16,22886457.6053,0.720048812252631,-0.049764371451792,0.0010874880156539,-0.0003826294808663,0.083687681555803,0.3804769372386307,0.2799449109177749,-0.1158119285075208,0.1736821541271387,0.0951182514453096,-0.0664199714034882,-0.0545946215725575,-0.0120088823065779,7.049770352961244e-06,0.0866033016427116,0.0069699342311305,-0.0019573361082205,0.0018913816888114,9676.0,1.161661386769414,-0.6254785876830482,0.4465662386713933,0.886461386032074,0.5892572724599624,0.1117754897729385,0.0983839881440876,0.1039875225840484,4.1484322994074345,-132.39474640343013,11.320768955663258,49.323081382126965,-111.36852616993968,-11.086933085698009,166.5507173087787,-111.66185004631052,-120.37566701412106,14.49420969445588,175.81648051286612,-178.13386365823055,-5.588169531567215,142.6187050872248,63.20308412458803,148.09543172467315,-130.67622819010705,88.34228870764075,-126.30051993247346,178.63081210650458,173.82810777829766,-126.6448527407985,99.49985594765158,46.35944819546496,-152.02540954140045,169.8452986542156,155.98318545079886,168.96687325049007,28.4224209551844,124.18256925234424,26.7601370080779,18.14723939917266,81.25787029160662,47.18306028981684,-80.38821900189821,77.32842447993515,24.35233928784333,75.96995182355619,85.89891083404505,-30.41292425283214,-135.5083632737772,23.515488446831657,-111.4377546525545,71.96057916866177,-106.64127744478893,36.37617318705265,1132.3267729999134,541.8426948041538,-332.85178003010526,236.2711218265972,-394.87266340132646,-3266.687569102979,2446.8020530326803,230.93866656174927,-916.383543637619,-575.6897847308103,1588.5626672608032,1235.264533368582,-316.35427860420464,288.7949973141321,-696.530980658932,52.23567514666131,638.8796423232641,644.5287262790649,-776.5578727404613,-185.30082412656105,-184.25953616894697,0.3415958321908418,0.3305182341650672,0.3305730737592541,0.0109130792432136,0.0123937482862626,1.4574159366583614e-11,4.469917183129478e-05,1598.0,6327.0,0.0199868071758707,0.983383602961338,0.8368336025848142,0.6262681656155744,0.1187277214148615,0.037565122018097,0.0025226213326021,0.1027972690283646
17,19727189.53177,0.7496207773482935,-0.1210781537849629,-0.0128663328884964,-0.0012289270896076,0.0664123612824112,0.3098403795415207,0.2238047233723237,-0.001715801302757,0.1416536822902963,0.106984722767246,-0.0146745833036031,-0.0161432140383708,0.0377592719146391,7.655293885813477e-05,0.1678686998169004,0.0014308126764982,0.0015086903799515,-0.0096042428675932,8524.0,0.3072044709890737,-0.1888995960713182,0.1598461087032823,1.9707667703160936,-0.772665067384284,0.09406161631953,0.0847434589045337,0.0922450975873615,4.604065563742514,-4.907174432951611,65.21152064919349,-72.06433583191038,-16.079385603141148,-24.18297494553353,20.1577214236759,-143.15619174029186,-56.69372003310204,10.354949109958238,-141.55982283400297,-162.37148367634106,82.84627417689505,1.5431367278593622,-37.37784538527952,-15.12505825498417,-112.53629092860751,-124.74590409499326,-2.567920236584161,8.825723815506247,-106.28240175215252,-61.801882905783344,155.0221996774631,-176.00383355487585,179.96933213873209,-106.09744384403184,-8.004711177378109,17.67586396241691,-84.36052221374106,-128.47726294503036,-5.010527673981502,-90.97451312520197,-110.3746265981674,51.453023201719006,-143.61091436737448,123.12913333909482,-162.66236692596854,-90.78924331261612,-133.3421872830933,-35.31828161833617,-3.076009656187976,79.77775039591924,3.245330357175101,-165.14040142116164,125.6422780713549,176.90771504979782,-421.33288031573727,174.2259899591663,-963.1568696989526,-177.40981530521134,-310.6829819421482,24105.338818744887,407.1486418264239,-984.868308681238,-195.21011214640163,150.6546858035922,-878.2366186640191,79.96919595663803,-1055.3201805551896,-661.98973086208,105.57552828858331,-385.6420869917675,-950.615020578404,481.12133741145215,167.17128382641602,918.8226047759284,-224.73390592687483,0.3689059500959692,0.6207293666026872,0.6207842061968741,0.0105292020839045,0.0107485604606525,4.178640504722973e-102,1.48083145944165e-05,1577.0,6161.0,0.0577571554112484,0.9840965176857692,0.8515864892528148,0.5914998629010145,0.1127502056484782,0.0360296133808609,0.0034548944337811,0.1224505976250585
