id,"y__agg_autocorrelation__f_agg_""var""__maxlag_40",y__ar_coefficient__coeff_1__k_10,"y__fft_coefficient__attr_""angle""__coeff_23","y__fft_coefficient__attr_""angle""__coeff_26","y__fft_coefficient__attr_""angle""__coeff_33","y__fft_coefficient__attr_""angle""__coeff_50","y__fft_coefficient__attr_""angle""__coeff_62","y__fft_coefficient__attr_""angle""__coeff_69",y__longest_strike_above_mean
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,0.0009196011697941,0.3851914163686247,72.11648011761373,-109.71966219949316,-176.97225754815472,93.27724465452812,-23.37163152470042,-124.06714670507938,1123.0
0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0265697786448394,0.6209548075427844,-160.4805327981313,-86.82915490258472,20.448289849638176,-3.15605117623578,-24.46718634715552,-46.61126739734188,196.0
1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,0.0014606143027323,0.4372571433205476,54.33963598259845,10.701832969147272,-121.37499367766634,67.55343484095835,-104.74801225390998,-82.29944981486945,1113.0
301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0345207815627191,0.629669211409951,-170.51342711435854,-127.90750764027146,16.355090398349574,10.196406188666334,-45.15834962618148,-13.43351241497182,198.0
42d6616d-c9c5-370a-a8ba-17ead74f3114,0.0012095495562217,0.4045552137843518,-159.6080805627154,-7.150073530716517,91.13738655262812,45.040778632128735,-105.6388241012314,-60.94043572646483,1065.0
43115f2a-baeb-3b01-96f7-4ea14188343c,0.0058447616169227,0.8536769958926352,141.11584454215,104.8052316908106,50.883070253984044,-116.23086394955553,120.91276420734935,90.53165993203686,1403.0
431a8542-c468-3988-a508-3afd06a218da,0.0001816136663527,0.9147901114304576,-171.75325327444747,-8.934395333227569,-16.252738418523663,49.71940679802267,-73.00739368485759,-48.146895523055896,1641.0
4d2af31a-9916-3d9f-8a8e-8a268a48c095,0.0001227185887847,0.2227941834239946,157.08124032903444,9.93573016115458,-59.623517126890135,8.237984726178503,178.98462582794508,91.35472101489142,2202.0
54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0198306609327672,0.3111848128967664,59.15039894593717,29.37219301841417,-128.13190321476284,-142.1960448259938,89.94555391371291,155.42864854113478,134.0
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,0.0001632024063847,0.4423446320037393,151.51991914519525,80.33186074519101,-26.436290052717087,33.653787770169025,5.011927453046635,17.917490786536117,2766.0
57051487-3a40-3828-9084-a12f7f23ee38,0.0351220146932999,1.3168127826762843,9.617886918398677,-95.23826399974006,46.26584041654644,-136.75634388404703,-88.4263788224669,-36.48483027377628,63.0
6a757df4-95e5-3357-8406-165e2bd49360,4.579290497060686e-05,0.0419273483785479,-140.63864326119185,10.386930891056403,-48.84840463474247,51.09558566769337,-129.72126855965243,-47.59898023763097,2166.0
6d1114ae-be04-3c46-b5aa-be1a003a57cd,0.0002843861505571,0.5109168167479051,169.23545685788542,56.49590476504346,68.32640835102494,98.46463160971813,57.375006022130975,16.063130240419476,1115.0
6efa3a07-4544-34a0-b921-a155bd1a05e8,0.0010285697934841,0.6602411707056492,106.38359544811055,143.6502934036477,-54.5198122457362,-0.7186949555513978,113.79978810118352,-53.32549557992463,1696.0
7103fa0f-cac4-314f-addc-866190247439,0.0001088369025059,0.0219207397515837,-116.1672914551744,68.14607098604036,-158.19221409611797,-44.1157071162228,159.12561337561917,-16.09353505819386,193.0
847e8ecc-f8d2-3a93-9107-f367a0aab37d,0.0008453935607287,0.3985065877485518,118.55764102259086,62.40937113874682,-116.72213711984524,155.14882811152404,1.3511046678618557,-55.30395266141745,1129.0
8723f0fb-eaef-32e6-b372-6034c9c04b80,0.0002715463366951,0.4935659357916717,169.58787120699452,45.78475092457339,66.36074204257123,59.94943746871383,66.58630344978633,1.3487306986967398,1079.0
9c639a46-34c8-39bc-aaf0-9144b37adfc8,0.0053860608040247,0.8239726127872132,142.35730683471533,104.64399283530268,51.153226540167374,-119.71236210794038,121.47836753963848,88.84500508767636,1669.0
a07ac296-de40-3a7c-8df3-91f642cc14d0,0.0017216671615565,0.6332190696524658,71.0521434730503,41.66251103405306,179.90229054267962,-158.74951064654107,142.72127914092368,68.46908699381625,1059.0
a8c06b47-cc41-3738-9110-12df0ee4c721,0.0061300050024805,0.2435651316345064,147.9502646881391,-131.20661285063343,-168.20135463043354,171.3797212398873,78.15589785376754,-177.1019490934391,95.0
ab216663-dcc2-3a24-b1ee-2c3e550e06c9,0.0204279855161363,1.0807770677156905,98.06039024116804,-135.90007593207602,112.47562232050164,158.5700897037555,-37.77408634451452,40.09444074208695,445.0
adb2fde9-8589-3f5b-a410-5fe14386c7af,0.001199072433548,0.4018766676231996,-123.42147770438092,3.860520920228385,90.53570188612156,46.25614677123319,-90.96423176993936,-76.96680758960598,1170.0
ba5f3328-9f3f-3ff5-a683-84437d16d554,0.0002109672865429,0.4627595623291931,160.1174729607495,83.6479233185822,-44.87373303088436,53.64585397666818,-2.491644110290021,21.16527958168897,2770.0
c02607e8-7399-3dde-9d28-8a8da5e5d251,0.030087492910668,0.5241968952078653,-167.94924466771468,-125.0123032050834,15.83681849561603,-0.3523791323079211,-34.02279334255728,-23.93643226669168,189.0
c69a50cf-ee03-3bd7-831e-407d36c7ee91,0.0014103671930649,0.4512858239163502,54.14995658887492,17.85899877154674,-121.81688289546396,73.37602986478798,-99.62680715227552,-79.90019254748879,1112.0
da10a69f-d836-3baa-ad40-3e548ecf1fbd,0.0004626898866898,0.241824399699966,-123.92983733910752,-122.74652943867892,-135.18802179521492,-25.0873280851717,-175.73092647396112,-26.78174745883261,712.0
e0747cad-8dc8-38a9-a9ab-855b61f5551d,0.0204118067630907,0.510614587638141,-168.15218813410473,-91.02219047739769,19.161147567543203,3.4256535853217622,10.09631619012656,1.311590883645467,207.0
f0932edd-6400-3e63-9559-0a9860a1baa9,0.0261370644339176,1.0243580502296237,77.37264783889749,-29.98040827943371,2.611259382855884,60.50805030321587,-28.238004158220622,1.8628447207606265,885.0
ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,3.392507899677594e-05,0.197507660292726,-108.71356037005027,-1.076777419010433,-49.9523615929086,81.81369784854336,-51.38668080557813,-38.0708289234333,2242.0
