ts,kind,level_2,variable,value
WSD__real-world#0,y,0,y__variance_larger_than_standard_deviation,1.0
WSD__real-world#0,y,1,y__has_duplicate_max,0.0
WSD__real-world#0,y,2,y__has_duplicate_min,0.0
WSD__real-world#0,y,3,y__has_duplicate,1.0
WSD__real-world#0,y,4,y__sum_values,114022.35165786749
WSD__real-world#0,y,5,y__abs_energy,5683919.298808899
WSD__real-world#0,y,6,y__mean_abs_change,1.3029207942790746
WSD__real-world#0,y,7,y__mean_change,0.0033667875657774076
WSD__real-world#0,y,8,y__mean_second_derivative_central,-0.00024058442996246896
WSD__real-world#0,y,9,y__median,50.1538467407
WSD__real-world#0,y,10,y__mean,47.50931319077812
WSD__real-world#0,y,11,y__length,2400.0
WSD__real-world#0,y,12,y__standard_deviation,10.543475137619337
WSD__real-world#0,y,13,y__variation_coefficient,0.22192438554691413
WSD__real-world#0,y,14,y__variance,111.1648679775971
WSD__real-world#0,y,15,y__skewness,-0.29121891935249666
WSD__real-world#0,y,16,y__kurtosis,-1.0642221493379374
WSD__real-world#0,y,17,y__root_mean_square,48.6651796240088
WSD__real-world#0,y,18,y__absolute_sum_of_changes,3125.7069854755
WSD__real-world#0,y,19,y__longest_strike_below_mean,400.0
WSD__real-world#0,y,20,y__longest_strike_above_mean,553.0
WSD__real-world#0,y,21,y__count_above_mean,1322.0
WSD__real-world#0,y,22,y__count_below_mean,1078.0
WSD__real-world#0,y,23,y__last_location_of_maximum,0.8066666666666666
WSD__real-world#0,y,24,y__first_location_of_maximum,0.80625
WSD__real-world#0,y,25,y__last_location_of_minimum,0.0050000000000000044
WSD__real-world#0,y,26,y__first_location_of_minimum,0.004583333333333333
WSD__real-world#0,y,27,y__percentage_of_reoccurring_values_to_all_values,0.8255159474671669
WSD__real-world#0,y,28,y__percentage_of_reoccurring_datapoints_to_all_datapoints,0.96125
WSD__real-world#0,y,29,y__sum_of_reoccurring_values,19981.7692222591
WSD__real-world#0,y,30,y__sum_of_reoccurring_data_points,109220.61539649949
WSD__real-world#0,y,31,y__ratio_value_number_to_time_series_length,0.22208333333333333
WSD__real-world#0,y,32,y__maximum,74.0769195557
WSD__real-world#0,y,33,y__absolute_maximum,74.0769195557
WSD__real-world#0,y,34,y__minimum,23.0
WSD__real-world#0,y,35,y__benford_correlation,-0.13551532219846668
WSD__real-world#0,y,36,y__time_reversal_asymmetry_statistic__lag_1,9.545485537054185
WSD__real-world#0,y,37,y__time_reversal_asymmetry_statistic__lag_2,16.798252217271056
WSD__real-world#0,y,38,y__time_reversal_asymmetry_statistic__lag_3,24.407758639774325
WSD__real-world#0,y,39,y__c3__lag_1,122527.02249719959
WSD__real-world#0,y,40,y__c3__lag_2,122399.06634436645
WSD__real-world#0,y,41,y__c3__lag_3,122410.31677816124
WSD__real-world#0,y,42,y__cid_ce__normalize_True,7.954809736985075
WSD__real-world#0,y,43,y__cid_ce__normalize_False,83.87133868639437
WSD__real-world#0,y,44,y__symmetry_looking__r_0.0,0.0
WSD__real-world#0,y,45,y__symmetry_looking__r_0.05,0.0
WSD__real-world#0,y,46,y__symmetry_looking__r_0.1,1.0
WSD__real-world#0,y,47,y__symmetry_looking__r_0.15000000000000002,1.0
WSD__real-world#0,y,48,y__symmetry_looking__r_0.2,1.0
WSD__real-world#0,y,49,y__symmetry_looking__r_0.25,1.0
WSD__real-world#0,y,50,y__symmetry_looking__r_0.30000000000000004,1.0
WSD__real-world#0,y,51,y__symmetry_looking__r_0.35000000000000003,1.0
WSD__real-world#0,y,52,y__symmetry_looking__r_0.4,1.0
WSD__real-world#0,y,53,y__symmetry_looking__r_0.45,1.0
WSD__real-world#0,y,54,y__symmetry_looking__r_0.5,1.0
WSD__real-world#0,y,55,y__symmetry_looking__r_0.55,1.0
WSD__real-world#0,y,56,y__symmetry_looking__r_0.6000000000000001,1.0
WSD__real-world#0,y,57,y__symmetry_looking__r_0.65,1.0
WSD__real-world#0,y,58,y__symmetry_looking__r_0.7000000000000001,1.0
WSD__real-world#0,y,59,y__symmetry_looking__r_0.75,1.0
WSD__real-world#0,y,60,y__symmetry_looking__r_0.8,1.0
WSD__real-world#0,y,61,y__symmetry_looking__r_0.8500000000000001,1.0
WSD__real-world#0,y,62,y__symmetry_looking__r_0.9,1.0
WSD__real-world#0,y,63,y__symmetry_looking__r_0.9500000000000001,1.0
WSD__real-world#0,y,64,y__large_standard_deviation__r_0.05,1.0
WSD__real-world#0,y,65,y__large_standard_deviation__r_0.1,1.0
WSD__real-world#0,y,66,y__large_standard_deviation__r_0.15000000000000002,1.0
WSD__real-world#0,y,67,y__large_standard_deviation__r_0.2,1.0
WSD__real-world#0,y,68,y__large_standard_deviation__r_0.25,0.0
WSD__real-world#0,y,69,y__large_standard_deviation__r_0.30000000000000004,0.0
WSD__real-world#0,y,70,y__large_standard_deviation__r_0.35000000000000003,0.0
WSD__real-world#0,y,71,y__large_standard_deviation__r_0.4,0.0
WSD__real-world#0,y,72,y__large_standard_deviation__r_0.45,0.0
WSD__real-world#0,y,73,y__large_standard_deviation__r_0.5,0.0
WSD__real-world#0,y,74,y__large_standard_deviation__r_0.55,0.0
WSD__real-world#0,y,75,y__large_standard_deviation__r_0.6000000000000001,0.0
WSD__real-world#0,y,76,y__large_standard_deviation__r_0.65,0.0
WSD__real-world#0,y,77,y__large_standard_deviation__r_0.7000000000000001,0.0
WSD__real-world#0,y,78,y__large_standard_deviation__r_0.75,0.0
WSD__real-world#0,y,79,y__large_standard_deviation__r_0.8,0.0
WSD__real-world#0,y,80,y__large_standard_deviation__r_0.8500000000000001,0.0
WSD__real-world#0,y,81,y__large_standard_deviation__r_0.9,0.0
WSD__real-world#0,y,82,y__large_standard_deviation__r_0.9500000000000001,0.0
WSD__real-world#0,y,83,y__quantile__q_0.1,32.6923065186
WSD__real-world#0,y,84,y__quantile__q_0.2,35.90769195554
WSD__real-world#0,y,85,y__quantile__q_0.3,40.20769309997999
WSD__real-world#0,y,86,y__quantile__q_0.4,44.66153717044
WSD__real-world#0,y,87,y__quantile__q_0.6,53.4615402222
WSD__real-world#0,y,88,y__quantile__q_0.7,55.3076934814
WSD__real-world#0,y,89,y__quantile__q_0.8,57.3076934814
WSD__real-world#0,y,90,y__quantile__q_0.9,59.4615402222
WSD__real-world#0,y,91,y__autocorrelation__lag_0,1.0
WSD__real-world#0,y,92,y__autocorrelation__lag_1,0.9861781055052338
WSD__real-world#0,y,93,y__autocorrelation__lag_2,0.9746416959024475
WSD__real-world#0,y,94,y__autocorrelation__lag_3,0.9707172676294319
WSD__real-world#0,y,95,y__autocorrelation__lag_4,0.9589353285708562
WSD__real-world#0,y,96,y__autocorrelation__lag_5,0.953343987850931
WSD__real-world#0,y,97,y__autocorrelation__lag_6,0.9521234468345011
WSD__real-world#0,y,98,y__autocorrelation__lag_7,0.9417066096404315
WSD__real-world#0,y,99,y__autocorrelation__lag_8,0.9380325801933455
WSD__real-world#0,y,100,y__autocorrelation__lag_9,0.9397040286551281
WSD__real-world#0,y,101,"y__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.8987083059893202
WSD__real-world#0,y,102,"y__agg_autocorrelation__f_agg_""median""__maxlag_40",0.8920784321393354
WSD__real-world#0,y,103,"y__agg_autocorrelation__f_agg_""var""__maxlag_40",0.0015142774323530258
WSD__real-world#0,y,104,y__partial_autocorrelation__lag_0,1.0
WSD__real-world#0,y,105,y__partial_autocorrelation__lag_1,0.9861781055052333
WSD__real-world#0,y,106,y__partial_autocorrelation__lag_2,0.07629255959299068
WSD__real-world#0,y,107,y__partial_autocorrelation__lag_3,0.2798911767423403
WSD__real-world#0,y,108,y__partial_autocorrelation__lag_4,-0.2577404603059218
WSD__real-world#0,y,109,y__partial_autocorrelation__lag_5,0.3052877761366963
WSD__real-world#0,y,110,y__partial_autocorrelation__lag_6,0.011468728240773952
WSD__real-world#0,y,111,y__partial_autocorrelation__lag_7,-0.14634684635115217
WSD__real-world#0,y,112,y__partial_autocorrelation__lag_8,0.2315086944043615
WSD__real-world#0,y,113,y__partial_autocorrelation__lag_9,0.07418721041738342
WSD__real-world#0,y,114,y__number_cwt_peaks__n_1,178.0
WSD__real-world#0,y,115,y__number_cwt_peaks__n_5,201.0
WSD__real-world#0,y,116,y__number_peaks__n_1,625.0
WSD__real-world#0,y,117,y__number_peaks__n_3,258.0
WSD__real-world#0,y,118,y__number_peaks__n_5,184.0
WSD__real-world#0,y,119,y__number_peaks__n_10,81.0
WSD__real-world#0,y,120,y__number_peaks__n_50,19.0
WSD__real-world#0,y,121,y__binned_entropy__max_bins_10,2.0223390964358927
WSD__real-world#0,y,122,y__index_mass_quantile__q_0.1,0.14416666666666667
WSD__real-world#0,y,123,y__index_mass_quantile__q_0.2,0.23833333333333334
WSD__real-world#0,y,124,y__index_mass_quantile__q_0.3,0.31875
WSD__real-world#0,y,125,y__index_mass_quantile__q_0.4,0.4170833333333333
WSD__real-world#0,y,126,y__index_mass_quantile__q_0.6,0.6508333333333334
WSD__real-world#0,y,127,y__index_mass_quantile__q_0.7,0.7383333333333333
WSD__real-world#0,y,128,y__index_mass_quantile__q_0.8,0.8191666666666667
WSD__real-world#0,y,129,y__index_mass_quantile__q_0.9,0.90125
WSD__real-world#0,y,130,"y__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",-0.15985981312225192
WSD__real-world#0,y,131,"y__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",1.9907362433367377
WSD__real-world#0,y,132,"y__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",5.617391250510076
WSD__real-world#0,y,133,"y__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",1.8136700185781678
WSD__real-world#0,y,134,"y__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",15.711454820249823
