id,"y__agg_autocorrelation__f_agg_""var""__maxlag_40","y__fft_aggregated__aggtype_""skew""","y__fft_coefficient__attr_""angle""__coeff_26","y__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""","y__fft_aggregated__aggtype_""kurtosis""",y__count_above_mean,"y__fft_aggregated__aggtype_""centroid""",y__large_standard_deviation__r_0.15000000000000002,y__partial_autocorrelation__lag_5,y__number_cwt_peaks__n_5,y__number_cwt_peaks__n_1,y__partial_autocorrelation__lag_6,y__partial_autocorrelation__lag_1,y__autocorrelation__lag_1,"y__fft_aggregated__aggtype_""variance""","y__fft_coefficient__attr_""angle""__coeff_8",y__partial_autocorrelation__lag_4,y__ar_coefficient__coeff_1__k_10,y__number_peaks__n_10,y__partial_autocorrelation__lag_8,y__number_peaks__n_5,"y__fft_coefficient__attr_""angle""__coeff_71",y__number_peaks__n_1,y__cid_ce__normalize_True,y__number_peaks__n_3,y__partial_autocorrelation__lag_9,y__autocorrelation__lag_2,y__length,y__range_count__max_1000000000000.0__min_0,y__ar_coefficient__coeff_10__k_10
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,0.0009196011697941,0.6221646213604418,-109.71966219949316,74.0,5.283334619138093,70282.0,24621.235060886866,0.0,0.2128438632647207,12674.0,12145.0,0.1245368094885718,0.9111693309991954,0.9111693309991956,582546015.6741318,95.478494518197,0.3456952479793089,0.3851914163686247,6670.0,0.0006973797658862,12667.0,-100.5896593036019,50083.0,162.9927726727627,21245.0,0.045131369597408,0.8936236445022989,149527.0,149527.0,0.0732678376314827
0efb375b-b902-3661-ab23-9a0bb799f4e3,0.0265697786448394,1.977691547325357,-86.82915490258472,27.0,5.8485284756995295,4330.0,597.0537509928855,1.0,-0.2357568201570289,625.0,738.0,-0.2056001972761526,0.9968660584886496,0.9968660584886498,1275258.946860297,-140.03291599696652,-0.2372198117005761,0.6209548075427844,116.0,-0.1044616262387829,268.0,43.42931362057778,2314.0,7.465541118683553,574.0,-0.0773272249919884,0.9950988506422208,8784.0,8784.0,-0.047766033140459
1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,0.0014606143027323,0.851830698287899,10.701832969147272,74.0,4.207241168523158,71128.0,21162.23881362598,0.0,0.1533485055378709,12736.0,12192.0,0.0258770504195616,0.953383192974008,0.9533831929740076,568456173.6928625,62.86318643806936,0.3286925517028928,0.4372571433205476,6735.0,0.0178281080363651,12469.0,-38.80277971478395,50179.0,118.07664636877628,21274.0,0.0514657301502357,0.945069259756607,149527.0,149527.0,0.0777027569466245
301c70d8-1630-35ac-8f96-bc1b6f4359ea,0.0345207815627191,1.69751118093912,-127.90750764027146,28.0,4.874130095986972,5006.0,697.3910396756261,1.0,-0.1874903608153621,646.0,673.0,-0.1728590424460889,0.995940243814889,0.9959402438148888,1433874.1828290657,-135.66868040199688,-0.1926054206651413,0.629669211409951,119.0,-0.1478799016305909,326.0,11.562941727299544,2394.0,8.50348229984214,670.0,-0.1035953546385295,0.9937913251487136,8784.0,8784.0,-0.0717124303183653
42d6616d-c9c5-370a-a8ba-17ead74f3114,0.0012095495562217,0.6716139726134079,-7.150073530716517,72.0,5.047453614006103,73491.0,24435.92496089112,0.0,0.0972569501741123,12486.0,11980.0,0.120015519793043,0.9088855657951724,0.9088855657951724,599088870.6426383,-45.182318430733545,0.3166338783917218,0.4045552137843518,6724.0,0.0254936795216658,12879.0,-69.3121273049342,53212.0,165.0743583384782,22662.0,0.0638418172547616,0.9054631154167802,149527.0,149527.0,0.0469065116675559
43115f2a-baeb-3b01-96f7-4ea14188343c,0.0058447616169227,1.1851585315658444,104.8052316908106,70.0,4.679564228583111,63542.0,12668.60881209008,0.0,0.0605857750687958,8430.0,8032.0,0.0774286605382113,0.969299990302794,0.9692999903027948,232371787.9068821,-74.62014926211499,0.0722411454156998,0.8536769958926352,4445.0,0.0309349836947117,8579.0,72.63241383449139,32639.0,82.39815012897051,13712.0,0.0270533032322435,0.944314544601594,110694.0,110694.0,0.0036836541238048
431a8542-c468-3988-a508-3afd06a218da,0.0001816136663527,1.2986296082493758,-8.934395333227569,70.0,4.924161878556087,64209.0,14721.050534938571,0.0,0.0646309754366503,9166.0,10098.0,0.1575469320423652,0.9904455941984605,0.9904455941984602,319552705.05236745,56.95131164792209,-0.01279496470437,0.9147901114304576,2621.0,0.0803026086755711,5892.0,-116.96158186596016,27484.0,50.15311190552217,10123.0,0.0379723854597113,0.9815162305143188,131795.0,131795.0,0.0344628054339191
4d2af31a-9916-3d9f-8a8e-8a268a48c095,0.0001227185887847,0.9531321162110266,9.93573016115458,73.0,3.5302990987729603,55579.0,16423.66250608403,0.0,0.2082228628861147,10466.0,11531.0,0.0709296859938911,0.9888363217027856,0.9888363217027868,441844485.09578913,91.91130978631516,0.162740055666155,0.2227941834239946,4938.0,0.0460333601307481,9443.0,129.87398724675643,39606.0,54.2600750711512,15608.0,-0.0231847344936005,0.9887768642192406,131795.0,131795.0,0.075092089313868
54350a12-7a9d-3ca8-b81f-f886b9d156fd,0.0198306609327672,0.3016179981453188,29.37219301841417,14.0,10.62710135512048,4922.0,1821.70740220386,0.0,0.0840351478858782,618.0,655.0,0.0706175281821881,0.6076602100099139,0.6076602100099135,1931320.19559702,-103.1269048316701,0.1503740948552827,0.3111848128967664,370.0,0.019639799501661,742.0,36.16401932527059,2934.0,83.70654160870266,1198.0,0.0306961073565358,0.5631916559346359,8928.0,5032.0,0.0272465338421529
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,0.0001632024063847,0.8126008356279596,80.33186074519101,75.0,4.1913709630885485,57186.0,21092.64631903093,0.0,0.119068570695011,12145.0,11971.0,0.0753005770125665,0.9846651003815392,0.9846651003815384,554093968.1672704,-44.57465729722928,0.1509082656073615,0.4423446320037393,6184.0,0.0533605249956031,12457.0,-76.08578493100991,46415.0,67.72710392256766,19903.0,0.0399246824177439,0.9813946208566448,149527.0,149527.0,0.0418823092918435
