id,"y__fft_coefficient__attr_""abs""__coeff_93",y__number_peaks__n_10,y__partial_autocorrelation__lag_4,"y__fft_coefficient__attr_""angle""__coeff_44","y__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",y__mean_abs_change,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","y__fft_coefficient__attr_""angle""__coeff_69","y__fft_coefficient__attr_""angle""__coeff_32",y__number_peaks__n_3,"y__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""","y__fft_coefficient__attr_""angle""__coeff_2","y__fft_aggregated__aggtype_""centroid""",y__number_peaks__n_50,"y__fft_aggregated__aggtype_""skew""","y__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",y__absolute_sum_of_changes,"y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","y__fft_coefficient__attr_""abs""__coeff_89","y__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""","y__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""","y__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","y__fft_coefficient__attr_""abs""__coeff_94","y__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",y__cid_ce__normalize_True,"y__fft_coefficient__attr_""angle""__coeff_71",y__large_standard_deviation__r_0.05
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,12921.949985824243,6670.0,0.3456952479793089,160.5029450592347,6.504920218465098e-06,1.1961140537431616,1.1961140537431616,1.5238541666666667,-124.06714670507938,161.28840932738564,21245.0,2.222978184672612e-06,98.68514653391496,24621.235060886866,1203.0,0.6221646213604418,2.3308016803923448e-06,1.353978975475709,6.984475024381072e-05,178850.14999999997,1.2274206279135471,22582.91159880633,74.0,0.026144800187842,1.2758573860905411,19324.5861936868,0.0495363371024824,162.9927726727627,-100.5896593036019,0.0
0efb375b-b902-3661-ab23-9a0bb799f4e3,19.30601927803608,116.0,-0.2372198117005761,-14.37931140848342,1.3488125605978775e-05,0.0058138213936397,0.0058138213936397,0.0080033410060722,-46.61126739734188,32.95758694328578,574.0,4.697421077861153e-06,-105.4114412599825,597.0537509928855,60.0,1.977691547325357,4.786623256665189e-06,0.0076241276230116,0.0001388858473697,51.06279330033757,0.0067569423541198,10.43936979520709,27.0,-0.0773225683387697,0.0073068722152615,12.838992385177068,-0.1365255032718349,7.465541118683553,43.42931362057778,1.0
1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,19061.5211373036,6735.0,0.3286925517028928,114.1531000615118,1.0063846183523626e-05,1.1836740767491938,1.1836740767491938,1.4706065981486742,-82.29944981486945,153.27162382053248,21274.0,3.480594086017526e-06,102.1268678578719,21162.23881362598,1210.0,0.851830698287899,3.583685925142374e-06,1.3406949700792496,0.0001085749959354,176990.04999999996,1.2158805484327984,46292.28005431572,74.0,0.0216527565394358,1.2688885182939154,27448.65763782228,0.0385984425977327,118.07664636877628,-38.80277971478395,0.0
301c70d8-1630-35ac-8f96-bc1b6f4359ea,15.4402682163981,119.0,-0.1926054206651413,-3.6961329942719856,1.3613693235804808e-05,0.0067397757198804,0.0067397757198804,0.0073784741926621,-13.43351241497182,21.81776519686814,670.0,4.791446404847243e-06,-125.11200974553336,697.3910396756261,60.0,1.69751118093912,4.833471117039347e-06,0.0073288460509817,0.0001388925224412,59.19545014771014,0.0072727742540309,10.07961573627587,28.0,-0.0882619619108425,0.0074196188201791,11.66114093154963,-0.0768055310761402,8.50348229984214,11.562941727299544,1.0
42d6616d-c9c5-370a-a8ba-17ead74f3114,14740.770273974536,6724.0,0.3166338783917218,122.30354096027284,9.271186601642424e-06,1.6295813437127988,1.6295813437127988,1.770725647405769,-60.94043572646483,-86.32255787658423,22662.0,3.0784375176785124e-06,66.65581921771694,24435.92496089112,1261.0,0.6716139726134079,3.319161097940072e-06,1.8309232611382664,9.952508808301242e-05,243664.78,1.735121767884934,25706.78426907252,72.0,0.0160424711157333,1.8165647715880824,25433.49119316736,0.0218450868803914,165.0743583384782,-69.3121273049342,0.0
43115f2a-baeb-3b01-96f7-4ea14188343c,39209.38924130184,4445.0,0.0722411454156998,-63.96464156324048,2.3316345062705475e-05,0.6474710234612848,0.6474710234612848,0.7888282907223401,90.53165993203686,52.179368582164265,13712.0,8.030010878394893e-06,131.6049659081101,12668.60881209008,1023.0,1.1851585315658444,8.372632357033314e-06,0.644353609094166,0.0002466286885077,71670.51,0.6006986866997935,34292.77847083984,70.0,-0.0732489042959958,0.6035467295920907,38560.736232688505,-0.1211035097717526,82.39815012897051,72.63241383449139,1.0
431a8542-c468-3988-a508-3afd06a218da,27493.18710122139,2621.0,-0.01279496470437,39.65942047624085,3.539054292386358e-06,0.1132169649428254,0.1132169649428254,0.1543710389067761,-48.146895523055896,-140.91685469352433,10123.0,1.2253592636349449e-06,50.44704713360048,14721.050534938571,279.0,1.2986296082493758,1.259166718538097e-06,0.1420171142826758,3.906290532582947e-05,14921.316677674731,0.1216358805951891,18555.39945542855,70.0,0.0064346235090644,0.1355567478473597,18228.03246480944,0.0128377644460986,50.15311190552217,-116.96158186596016,1.0
4d2af31a-9916-3d9f-8a8e-8a268a48c095,30080.44324919229,4938.0,0.162740055666155,-84.72465373750362,5.144673794029816e-06,0.2388141717216154,0.2388141717216154,0.235435276102847,91.35472101489142,108.6982275206942,15608.0,1.8138607784517728e-06,38.10237463521653,16423.66250608403,688.0,0.9531321162110266,1.8203452087119425e-06,0.2356877882413227,5.721515569482424e-05,31474.27494787858,0.2358354357199867,17707.65067998815,73.0,-0.0110791433762207,0.234787553682651,8070.986128584008,-0.007557786392925,54.2600750711512,129.87398724675643,1.0
54350a12-7a9d-3ca8-b81f-f886b9d156fd,879.7511203886094,370.0,0.1503740948552827,-164.9143830602118,8.299014759645017e-05,0.5013678488704238,0.5013678488704238,0.3583282955436354,155.42864854113478,-3.346448990873681,1198.0,3.630389832313547e-05,-108.55340171527858,1821.70740220386,89.0,0.3016179981453188,3.118671100625018e-05,0.313106048256857,0.0007192480923673,4475.710786866273,0.3797067727389602,310.98796068048847,14.0,0.1143331926603566,0.3273861294559942,195.9178306354377,0.1517035707308765,83.70654160870266,36.16401932527059,1.0
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,46797.44238877107,6184.0,0.1509082656073615,-132.7220517243572,5.23804303659181e-05,4.284254644677181,4.284254644677181,4.939062109137692,17.917490786536117,137.9531020107441,19903.0,1.885777175733688e-05,-97.15311079997646,21092.64631903093,1013.0,0.8126008356279596,1.8585364619764587e-05,4.7246438532273904,0.000576941102311,640607.4600000001,4.116640032901028,40182.86088322812,75.0,-0.0690708076333819,4.396044688747942,68359.74531036441,-0.104219788068375,67.72710392256766,-76.08578493100991,1.0
