id,"y__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)","y__fft_aggregated__aggtype_""kurtosis""",y__symmetry_looking__r_0.05,"y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","y__fft_coefficient__attr_""angle""__coeff_42","y__fft_coefficient__attr_""abs""__coeff_43",y__kurtosis,"y__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","y__fft_coefficient__attr_""angle""__coeff_30","y__fft_coefficient__attr_""imag""__coeff_16","y__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""","y__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""abs""__coeff_97","y__fft_coefficient__attr_""real""__coeff_48","y__fft_coefficient__attr_""angle""__coeff_67","y__fft_coefficient__attr_""angle""__coeff_75","y__fft_coefficient__attr_""real""__coeff_87","y__fft_coefficient__attr_""imag""__coeff_72","y__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","y__fft_coefficient__attr_""abs""__coeff_10","y__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",y__ar_coefficient__coeff_0__k_10,"y__fft_coefficient__attr_""real""__coeff_10",y__ratio_beyond_r_sigma__r_2.5,"y__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""","y__fft_coefficient__attr_""real""__coeff_9","y__fft_coefficient__attr_""angle""__coeff_83","y__fft_coefficient__attr_""imag""__coeff_86","y__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","y__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)"
0,2.843858915441494,6.933063314654842,0.0,-0.0356973504738728,1.1033788231177155,316.0735447381027,-1.0642221493379374,1.3637933817826464,0.7524861621214864,25.956374774465104,0.307487724969225,4.146848364922503,113.41502600487745,203.3437335715628,-12.685192321868406,-173.4882577606439,-43.31210242534196,189.1737432532792,0.2047665997735,744.5722725948532,21.60251832946188,0.3464876872240193,-289.2894544245334,0.0004166666666666,0.0643832503153343,-497.0546714639961,48.10547489872889,-43.85308103009729,20.7612425018416,2.989126231859331
1,3.956787479990137,5.566154744125829,1.0,-0.0217136172620892,85.5183820039671,207.06841721767435,0.4128903731055189,2.904198592222244,-77.00430568636462,-992.7389691266978,-0.3710694361706741,8.487675657558606,87.16051078955736,-284.9056747836306,20.715362477763044,-100.89729967236327,5.792776907140857,63.52578785303964,0.1364547003422943,851.6366017733836,34.50292582186025,0.4292717632299516,527.1141801451307,0.0129166666666666,-0.0910538546837315,-136.82609658621556,-22.674589680017384,-72.95730048980303,40.10761322910267,-0.0805081388214642
10,165.56987468261303,6.97340130196318,0.0,0.3340782122905028,-48.55099945628344,15472.228687568557,-1.298838234798428,5663.429311975548,-23.65418777209518,-25060.38348542321,20.077778983934,566.4060551075897,8816.170541184534,-19583.79809177876,-69.80234833798548,-78.57090168946874,6022.190837796314,-5335.812869259186,0.4133915292616141,144474.09505756517,3980.4693027031376,4.138248280477386,118047.86178009809,0.0,3.8198568985572736,2112.350501682636,170.92849381764762,2493.477588625423,5327.316381512562,70.5703150196078
100,330.5887560221694,3.530770370784806,1.0,0.9525,-48.59261882832256,40506.187101524665,0.0785511654620583,139675.98348865734,-106.21584162093995,-87527.68491662061,8.220961788970905,874.7657698947118,24993.15994262343,20639.858561466728,-125.290186836057,-95.09288318698464,19400.170869984468,-30313.77242598937,0.9402695310020802,173289.18063157942,4185.59266799754,73.21067077005598,30980.36213615941,0.0004166666666666,-0.2346664438618721,30161.73229072529,20.27683195481246,-24912.1389768958,3279.9486130870105,-279.4894071261076
101,405.1464827030188,3.7879451728104687,0.0,3.2009512485136744,80.37142292942856,31350.617849466675,-0.7992597023762023,351159.2848553355,165.90679328750272,151708.50554326695,-17.28120929222753,959.9289435296184,23676.42364789732,-1713.5104895991135,63.24875971756976,166.20080478270245,39189.70599846468,57338.73014197724,0.8941743416333454,139627.65810206436,4156.119738744432,35.06177670048048,88611.40568916746,0.0033333333333333,-3.360730351221376,-48497.96820889693,-40.28338997478735,6037.6262027911325,3614.210774428505,53.522116894959815
102,128.56294386126004,4.85973357278787,0.0,-0.1229508196721311,-44.44619429565325,7266.447871170486,-1.238911481009991,2272.682918755738,78.6030865328881,7577.151810875976,-11.054656969170647,286.8831646788733,4733.056767621298,1917.9093338656207,-129.23891578073463,110.8747189047388,-1162.566056544223,932.6256446157804,0.66111517765046,13912.208071307356,1359.696853110892,2.462520995930611,11573.853031636469,0.0,-2.373879668049792,12835.34812937758,161.47066567292364,-156.88154735108162,1520.626884559164,56.3808959775034
103,22.49296247797965,4.653117560449084,0.0,-0.6362545018007203,47.074430906121535,8527.337198901247,-1.3769895225320052,3200.907227855574,130.9467306431661,-8600.857037496144,0.896982197134173,280.31919574942043,7169.121306211068,-6782.301810311231,17.684423367623126,-46.4808808922589,-3676.66366420248,3483.477944224516,0.6639590962620767,36285.804234960175,1753.621650574,3.8564885251101337,-18635.7613365256,0.0,0.118429399815969,-10308.67444186812,-35.96362800074928,-5457.05037859971,1679.6057577529225,-30.61026229973045
104,56.407986406863984,4.223179127468279,0.0,3.732685297691373,99.92203182036376,31938.810210603187,-0.6434854884221681,7332.353889722486,91.10123646736088,46531.44312107992,5.087060356057316,56.16970824919528,9418.693658256583,-3221.4407981848985,126.88846125564382,74.93276666261742,-5929.856776539225,7054.848675840447,0.3673935847491524,67684.38054617582,386.5100310686353,17.929410560999084,6834.645171358515,0.00125,0.6817879216653061,44899.10588259029,-144.135591262703,14954.819430673137,231.439683821808,14.274909489882251
105,8.85424616082233,3.450559010105352,0.0,0.6319018404907976,111.71678980177178,5170.952690604654,-1.3005631856153057,3243.4079059118585,64.09159087859425,6134.899620117515,-4.9919127225358215,101.19019564162792,772.0941479220797,116.10079610723142,-96.96312062241655,136.32474651516262,-2256.433670048137,286.2400752536046,0.6638901686382096,16708.105753349704,1217.689485084897,2.730124921626998,16451.017214311298,0.0004166666666666,-1.3513888695984309,-1424.6292671992453,98.93792362933378,-6063.68861473086,1278.0683782911012,67.71200906557836
106,39.8716786618143,4.228211078328344,0.0,3.376777251184834,29.983735670468352,13635.793510491652,-1.215698377553846,3911.51126731302,97.01624224047428,16641.771769279276,5.218410768562743,84.60319030094158,1038.113504376764,-1029.4880513995708,109.2245483461576,105.0900302788282,-4075.349679632017,5503.620107000843,0.5384321952429388,58490.03635010437,343.6409554022881,6.723581637508174,12673.43515853267,0.0,1.7036080487508456,-10085.466900669026,132.52376573997574,4827.2054153045165,557.1551437919991,36.93750554129965
107,65.94041160690082,3.754315172386579,0.0,2.345060893098782,-16.19989699245396,4436.471975171598,0.0433815438966904,5202.952801433073,-88.94542279362683,-13270.295736217253,-0.0568823273990448,178.67700230653762,4221.879132036912,5961.411955769349,-84.09390329153781,64.05163141442713,-3854.1045014089655,-7180.154337220023,0.8392378130943641,19339.725636840823,899.1586103336695,4.8589959504817,-9540.646357451356,0.0008333333333333,0.212252513064462,-8358.49816899105,-149.28056991415173,835.9921133283781,793.887975449353,70.1340434222368
108,27.311180524823136,4.891285094054694,0.0,-0.1296076099881093,88.83383996090035,6190.744023626062,-1.2256678435886388,2308.0002986894306,100.08135863329623,10154.95945359897,-10.958369518019976,242.93241249416545,6633.077629500702,-1046.8893281397334,-5.746216471147924,67.36508714325322,-868.0286202687935,-843.946195890957,0.6571856580568539,16594.221437550135,1419.1869382901605,2.4109171958901388,12650.780901711634,0.0,-2.407397480859043,14347.455989727508,-156.55756928447298,-590.4675905253977,1562.2337207209566,96.5126674559682
109,170.25757824117088,4.59414745167879,0.0,-0.9820574162679426,43.77633354106906,8339.453525085779,-1.366671191272566,3633.228328515285,114.1446686848765,-13141.294871385548,0.456578376031264,384.2195376041833,2402.890347298862,-9668.455905297236,52.46126224040744,2.281719229871405,1634.5694565725903,4135.620055466055,0.5946718236295541,36774.136885664506,1706.671454527374,3.9569380845247526,-21758.416318725176,0.0,0.1675983958054824,-10293.733517559936,-13.123267346121242,-4507.111354518306,1765.4579897662252,22.064249079988908
11,99.7800303341084,6.6942112142932615,0.0,2.0,95.39567073387896,41649.27157259503,-0.4176119694737616,6597.359623388667,82.93316871811169,92353.55425042064,6.228669127225357,119.6896012373372,19083.76055692495,-442.6621730211298,93.5342375351742,71.92677671806221,-1737.3406363169352,21935.84672615323,0.5328852594297997,203616.0631628869,1114.7007701462935,10.223502702205844,922.9666736632004,0.0,1.111584272296394,-62772.115750582125,104.0000162509247,23478.488049573432,167.85858430256732,44.42751834193155
110,51.479690765449554,4.260586609970689,0.0,3.957729468599034,101.88279090402132,32681.07132413358,-0.6419833366826899,7148.578977610119,81.43679520537822,48351.838294532594,3.762592270950932,75.69995799200859,10874.730908136402,-395.2887313395677,101.33454799756105,85.4322259144604,-2458.57579738162,10401.64476102221,0.2718922695720798,66144.56567008927,318.57887064684894,18.13223372120069,12002.449533823852,0.00125,0.7470401829892878,40424.37764043597,-169.10300622976763,13615.927476187277,154.21797615828666,-18.046973152826865
111,95.90608382067488,3.661916653029457,0.0,1.0554187192118227,-97.8197457015102,6948.9616135207725,-1.2837093700344622,3364.0772173346927,-43.71537597016892,6941.430429917982,-8.630536257056015,236.13894507394227,3272.7296938620884,1289.0300435128468,89.46620645844084,136.29620683708484,1069.783950786825,-3595.0847105001067,0.7145049366827111,13826.620698042449,1048.8108611848968,4.124946767621985,6194.780682809235,0.0004166666666666,-1.7077944929599471,-4876.801344505079,58.66110383653695,2490.842052676088,1270.4449493874097,-16.74009217378433
112,23.924586899278296,4.119094904785385,0.0,1.925609756097561,55.24684601814523,8957.281293670227,-1.3315396843716245,4252.507835110733,86.04341755888656,19357.900679776365,9.827941815023882,87.65993567530708,4181.647820331508,-4830.633923170079,80.70405310424734,66.35851475964505,4156.206722658599,1512.0809576220352,0.5841209987360549,38558.999469697046,572.0709283787382,4.593279183754999,29152.308900959943,0.0,1.941696600635427,3792.161163438797,52.72284300218504,8484.238905957012,951.6203962013489,75.18991876409362
