id,"y__fft_coefficient__attr_""abs""__coeff_41","y__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",y__quantile__q_0.8,"y__fft_coefficient__attr_""imag""__coeff_95","y__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""","y__fft_coefficient__attr_""imag""__coeff_28","y__fft_coefficient__attr_""real""__coeff_69","y__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)","y__fft_coefficient__attr_""real""__coeff_75",y__quantile__q_0.2,"y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",y__symmetry_looking__r_0.15000000000000002,"y__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",y__variance_larger_than_standard_deviation,"y__fft_coefficient__attr_""real""__coeff_36","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2","y__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2","y__fft_coefficient__attr_""angle""__coeff_76","y__fft_coefficient__attr_""imag""__coeff_14","y__fft_coefficient__attr_""imag""__coeff_51","y__fft_coefficient__attr_""abs""__coeff_17","y__fft_coefficient__attr_""imag""__coeff_90",y__autocorrelation__lag_3,"y__fft_coefficient__attr_""angle""__coeff_26",y__large_standard_deviation__r_0.35000000000000003,"y__fft_coefficient__attr_""imag""__coeff_57","y__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""","y__fft_coefficient__attr_""imag""__coeff_30","y__fft_coefficient__attr_""real""__coeff_70",y__sum_of_reoccurring_values
05f10d3a-239c-3bef-9bdc-a2feeb0037aa,17476.755929185052,0.0002456824028185,37.620000000000005,-5772.559827822491,0.4613625199466968,35570.49586614091,-4086.4275919942097,17.136349675673316,-18873.834924105573,31.0,0.4372947826885534,1.0,0.5073181167925744,1.0,7344.26887576121,0.0004365182004724,-0.0003910210709759,-93.09696162638396,27222.72024229196,5781.349954921093,12715.814409918425,-14515.895736697292,0.8686157160746132,-109.71966219949316,0.0,8995.660274045067,6.984475024381072e-05,23537.82576570293,-9183.317127754855,98460.99333333332
0efb375b-b902-3661-ab23-9a0bb799f4e3,24.93155225260897,-4.25824355523478e-05,0.2991921789701257,2.790502709139109,-0.203158223292718,-19.830889267635754,1.7141647797707908,0.2895778984584836,-0.260383956802913,0.0755156436321594,2.043379674984553e-05,1.0,-0.2024948051180488,0.0,27.49706182743841,4.93991204617904e-06,1.826018062364284e-05,53.84145779812167,1.07967884670767,4.785757475219775,4.686220702081922,-5.601947172483038,0.9920864732959044,-86.82915490258472,0.0,33.78606792899917,0.0001388858473697,-32.15060867942248,-1.291993960204651,326.1428630534043
1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,9048.746859313267,0.0002047907263439,38.64099680511183,2808.156039705178,0.2910908661664302,-33975.64459265683,3849.524154688641,18.187495443469032,-11390.881507715723,32.0,0.4388155910251975,1.0,0.3055077402683109,1.0,17924.756371002775,0.001473119387766,-0.0025689011972058,-79.52712563071941,950.0375883759368,28066.821008512183,27216.848916848685,-33846.27484053313,0.9302410713196482,10.701832969147272,0.0,-2782.5077795365182,0.0001085749959354,74313.566828589,-2623.8265682412043,92749.235
301c70d8-1630-35ac-8f96-bc1b6f4359ea,22.40002692510622,-2.388808095951352e-05,0.2910695819390285,2.5819533183242536,-0.1162853497310084,-13.025052140252985,5.102929391711607,0.3263089700610289,1.0012071112852468,0.0696022544747161,3.720305971021429e-05,1.0,-0.106527526692871,0.0,28.928663850145387,2.332453293863352e-05,0.0001268394315761,49.09083311604124,0.0293304472699938,3.942000795584464,6.310975732170175,-1.5658270965473786,0.9907283284756342,-127.90750764027146,0.0,25.55067264969956,0.0001388925224412,-43.74062284441161,-1.5812966161801356,260.00247503542374
42d6616d-c9c5-370a-a8ba-17ead74f3114,30847.69496779032,0.0001844805183635,37.26,-14261.554117273654,0.270407523956796,-24601.83635323777,14369.546995446812,18.24960248046216,-41099.15262746732,30.57,0.6674156505452322,1.0,0.2861670203740788,1.0,12757.336291983198,0.0035258690022919,0.0025497546039893,-31.009516419876384,21956.39216950339,-9673.512168045312,31143.00163610213,-9850.563233244284,0.8685957169037045,-7.150073530716517,0.0,17420.586838127023,9.952508808301242e-05,-5652.28597252815,-3682.810502786221,89981.49333333333
43115f2a-baeb-3b01-96f7-4ea14188343c,63031.27676269449,0.0001466465035757,26.65,-1117.970476468041,0.1078524374150048,77108.34369892093,-375.5927612249716,-1.503338147339631e-06,37937.06487106887,23.36,0.1061986260334924,1.0,0.1368384332469061,1.0,21370.5702710346,0.003857360611076,0.0027137890497986,5.8715814192011,6489.2712995961565,-14850.908323327169,62692.40816605667,-38972.76725803303,0.929117026873443,104.8052316908106,0.0,-12962.440982625716,0.0002466286885077,67506.09317425032,7381.407165969055,59295.37833333333
431a8542-c468-3988-a508-3afd06a218da,3559.935950003032,-2.5310026375696007e-05,5.029422535211285,5375.686232382322,-0.1179566958907315,4032.935327136456,1417.0675156250827,1.0166884363120552,4018.2648336874704,2.59999990463,0.0087512284777446,1.0,-0.1233571588336531,1.0,633.6835013532946,6.077447109298381e-05,9.46827097493699e-05,-97.50958966678488,6059.093926393601,54.06900491980947,2375.4412771577813,-20838.684505640325,0.9726163367241426,-8.934395333227569,0.0,-1922.581044503471,3.906290532582947e-05,-3433.655543781113,2428.1978125347646,1744.0182525589937
4d2af31a-9916-3d9f-8a8e-8a268a48c095,14134.550280788302,-4.8793978352452666e-05,4.8000001907300005,17787.743089609063,-0.1608352524722624,13524.28892973558,-336.58828334458235,1.2308507237095965,-12362.447700491985,2.95000004768,0.0250896123529014,1.0,-0.1637137830474044,1.0,-16259.7375701773,0.0004596240341821,0.0005710672483673,6.483121013895394,-5950.790974757268,-3911.5102350313578,15830.03141775835,-18934.501450007745,0.9889859484341308,9.93573016115458,0.0,-17034.373290291973,5.721515569482424e-05,13959.590323284569,5924.134373051923,3333.035056412092
54350a12-7a9d-3ca8-b81f-f886b9d156fd,7.024752811485758,1.0230561387396036e-07,0.5904163720666001,-1.3989848395922555,6.656581761973809e-05,-17.63730765514471,-173.39683971717346,0.4420258916744789,-122.06844466096396,-0.63509119731,0.0336205226412144,1.0,-0.1250438313683908,0.0,-37.38216415760751,-0.0013559405799361,-0.0034618592673474,-50.00969494831246,-29.297534625284527,-167.06467657281854,193.1576077831492,-70.70816069663738,0.5293905819797367,29.37219301841417,0.0,96.27800738633236,0.0007192480923673,-131.6017092640223,-209.6162109974422,-112.38151246974434
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,158233.8067694,-0.0026705057756063,168.14,38995.160488652,-0.6371128022779214,-175931.9189599094,92046.39981962746,108.54621633901527,53642.46828516229,119.12,6.339488869184421,1.0,-0.6278492703538957,1.0,44970.23824405034,-0.0104795477800793,-0.0050518446878295,-96.62864400573405,47238.12503486637,-5134.556194871739,152208.75004562817,-2558.615434299381,0.9793125055914071,80.33186074519101,0.0,-123799.71452428028,0.000576941102311,115487.5100785158,-10642.838048771591,2484580.835
