id,"y__fft_coefficient__attr_""imag""__coeff_11","y__fft_coefficient__attr_""imag""__coeff_4","y__fft_coefficient__attr_""imag""__coeff_54","y__fft_coefficient__attr_""imag""__coeff_13","y__fft_coefficient__attr_""imag""__coeff_44","y__fft_coefficient__attr_""imag""__coeff_12","y__fft_coefficient__attr_""imag""__coeff_33","y__fft_coefficient__attr_""imag""__coeff_25","y__fft_coefficient__attr_""imag""__coeff_19","y__fft_coefficient__attr_""imag""__coeff_21","y__fft_coefficient__attr_""imag""__coeff_45","y__fft_coefficient__attr_""imag""__coeff_9","y__fft_coefficient__attr_""imag""__coeff_18","y__fft_coefficient__attr_""imag""__coeff_27","y__fft_coefficient__attr_""imag""__coeff_48","y__fft_coefficient__attr_""imag""__coeff_6","y__fft_coefficient__attr_""imag""__coeff_53","y__fft_coefficient__attr_""imag""__coeff_16","y__fft_coefficient__attr_""imag""__coeff_29","y__fft_coefficient__attr_""imag""__coeff_36","y__fft_coefficient__attr_""imag""__coeff_5","y__fft_coefficient__attr_""imag""__coeff_57","y__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",y__mean_change,"y__fft_coefficient__attr_""imag""__coeff_96",y__energy_ratio_by_chunks__num_segments_10__segment_focus_0,"y__fft_coefficient__attr_""imag""__coeff_17","y__fft_coefficient__attr_""imag""__coeff_24","y__fft_coefficient__attr_""imag""__coeff_42",y__index_mass_quantile__q_0.1
0,-266.6707132369477,1754.957705565975,-33.825501620058795,579.6052381789789,-8.433634194570766,737.5349712674584,-98.03756903823188,236.62602167584865,121.6128208246721,304.4128798066995,209.22010210087976,-511.09501588238527,59.69282767233187,477.7617472875082,208.7976511125057,2928.053627735537,476.8013930670882,25.956374774465104,56.223036362813495,58.487501503110735,-1493.1861898900934,177.2594168006337,0.0033667875657774,0.0033667875657774,75.69503051235753,0.0417201040808421,468.78674525787017,72.77571456007892,17.563618474467003,0.1441666666666666
1,-1470.301174543439,-2188.643832732545,-278.3769903516852,-1029.7466544368976,-214.419098194277,-1065.9524263791463,-884.0350151183641,-530.3379387173317,-886.4130622498246,-61.30628929283205,150.06663898638917,-1027.1007107788123,-144.03030083672283,-486.7735303227119,-142.5342786363634,-1132.4242957876645,-20.012840098282823,-992.7389691266978,-696.8957565493488,131.6604172703986,-2825.400984607071,-245.31274154196385,-0.0130262601470195,-0.0130262601470195,-291.5624070509597,0.2120473658848042,-272.5537846779107,-406.4365060953993,572.500633996326,0.0658333333333333
10,-23329.03036033696,-267446.3932146757,-7109.582165758748,14648.746063098764,-3724.309737946507,-1730.0041196119005,-16756.321391409296,-12581.584661144989,-16728.433782501037,1011.0184314762532,-8803.404674367668,-91933.7789902102,-1436.2343765933413,-6696.259334835577,-621.4030323882265,60271.4528676081,-4581.21242275121,-25060.38348542321,-7832.611904493649,-7673.450695211615,-241745.4622047797,-4264.566097943983,-0.1713213839099625,-0.1713213839099625,-5265.818624930134,0.09577806547461,-8532.808138596618,-18003.922874113967,-3428.9393976218626,0.1016666666666666
100,-130429.10739796222,-491753.2247028571,-21155.386580005743,-111376.00422672328,-47054.82715052817,-227834.74343572528,-35434.794256154564,-30581.6790349035,-44190.19869287049,-62503.13857483624,-40038.409311740455,-97724.74421486868,-83037.69020269395,-66002.71053722235,-53426.58951217398,-77936.95678750987,-19819.632699363327,-87527.68491662061,-33563.310167484284,-40800.52065787668,-109800.22819289129,-28920.78707494109,-1.2892872030012503,-1.2892872030012503,-20336.16778396652,0.1306143728005606,-57773.514041697286,-70497.42660533173,-9628.252990877523,0.08375
101,45847.548860264666,676712.6162674634,-7667.553636421584,-7825.125943261022,22532.883510079537,225608.33438241057,-36198.5652093472,140134.84125790308,38669.45978231167,84746.02207912036,-27660.756292165792,194209.1636494981,156269.2301339268,72126.90532272306,74280.02584561898,7309.005599134674,9129.063655269094,151708.50554326695,-9266.474439548285,-10347.610471305425,530777.6024697643,10713.63380362506,1.57565652355148,1.57565652355148,-14291.522920552548,0.1434400682505191,40392.21758631191,42025.76429909791,7859.978564145035,0.07875
102,-10863.086441663878,96424.45683036646,2620.119215745516,-14254.41944022213,-907.3592097932468,10955.245537577408,143.64975707956404,-4314.673059021347,-2224.960665958717,-3359.526840870787,5826.266292026353,-11727.598534217392,8017.773709029907,-2351.9768594291727,-1369.607353672493,-35920.119154599975,-2676.004811050887,7577.151810875976,1647.525437843792,-1424.9615077690148,91366.19428762418,1864.7409289936,0.02334305960817,0.02334305960817,-1960.1490001436136,0.1833038459027446,-886.3311816642222,-4564.971263255936,-4389.571290182406,0.0725
103,-21540.90986286561,-75843.20730978542,-3649.043820397742,-14923.58270472833,11443.00555426108,-3465.727257676886,-4335.267480758423,-11015.391874030507,24144.19426624025,3057.7795769609384,5635.109439495848,-22444.06339892852,-33668.23222430022,4245.471248239819,-124.7500456767873,6735.228286131727,3675.99950388976,-8600.857037496144,251.46316594913,-15751.130739428429,-115904.07401253548,-2833.5426235932955,-0.1438099208003334,-0.1438099208003334,-5619.396712019812,0.1641019714253438,-13286.043587448525,16076.659488425605,4875.656167762073,0.0641666666666666
104,82450.53165199139,319170.0779739449,20925.172542858192,91893.29702441375,21445.89311713918,75736.59273995749,30957.59175976356,39791.67101490952,27303.327439472945,31232.27522897385,8664.336600391358,64714.87993168019,56296.67554359899,23516.16755003012,12297.21283002208,114459.68996849204,15732.150979219005,46531.44312107992,31636.873976379648,12451.098230577194,230787.47042049505,13914.717213560763,0.858274280950396,0.858274280950396,8736.39282690937,0.0277801767344686,45071.431336491485,36102.786224249496,31372.37639490266,0.14125
105,15632.886433332013,173324.74261465255,1489.6345977933615,9708.12147437449,3498.009549533458,11414.496596472982,492.5872674444479,2778.894351286453,-3315.1926776491846,-3075.7009630381813,5238.246239461594,-12846.86434707318,5094.299659177786,-1791.0819605343063,1554.3689009175832,-10244.928902550057,-2390.463167680371,6134.899620117515,-1743.485971665369,1260.8442513572911,126103.2820281342,-760.2682519073978,0.0254272613588995,0.0254272613588995,-2710.177075210023,0.1527585466206134,5734.606586090325,-1606.054181709604,28048.148921013708,0.0758333333333333
106,35353.672892851326,137055.51806224074,5492.266860925476,17679.104721916905,15248.170120939538,9581.191298210762,13193.565466385018,13166.0512226169,13058.525958333425,15599.427832239122,13649.319483395397,41309.10227664739,27194.037077252888,15474.04384745259,6577.559637273055,128014.99818051032,7230.655278878778,16641.771769279276,15110.11107022226,13129.778724640408,181137.0588074856,8901.350620796764,0.3668195081283868,0.3668195081283868,2956.193748669685,0.0108575348418004,27920.793067976538,14074.728606819386,2565.518482646185,0.1745833333333333
107,-8912.171416096044,-82834.19137570079,-11.193677232623712,-22918.73169746477,-1849.535403641464,-31850.46628436891,-14136.862715506884,-3171.6583892317844,-13379.78071412881,-5760.661905816532,-6955.78566341296,-8671.338513475135,12364.76935762161,1147.60134741311,-4047.738453850174,-8044.167093506953,-811.8318622930276,-13270.295736217253,-13907.345833601492,-5160.523708328145,8461.615031415224,-4601.846874641223,-0.18882867861609,-0.18882867861609,-6363.443789605515,0.1101901383556892,8171.951356626178,-11277.577067688622,-1987.192932994986,0.09125
108,-12433.998567671772,90055.40455344695,5548.630657691366,-11665.660111562804,5212.233318491764,7498.636182556711,-175.14313914938964,-2471.5475531807188,382.08390142007374,1376.6833209076835,1255.9521601533347,-9536.488998647725,11894.849900561923,-2528.541626704011,-2846.2371287895885,-27281.01386037161,-1284.4588142552925,10154.95945359897,-1598.4537291855668,-8110.685767068362,88837.86430511496,4801.572141616772,-0.0062526052521884,-0.0062526052521884,1583.270159216409,0.1842260597684955,-1872.9213974002048,-6987.844808765816,1288.6454851554015,0.0725
109,-23180.684767344395,-74219.23491452954,-5060.527103515462,-13586.801462768584,6639.934971126846,-2345.6444225841933,-4623.600146864743,-5862.340374867899,25708.21903323757,3674.392682726508,8095.771669799349,-24217.281856713827,-37438.807691436654,3662.693075267748,-765.6860983617524,9714.157065509098,-1071.8261523191277,-13141.294871385548,1851.198668256745,-14066.160674515571,-124066.26592482188,-5754.146067061518,0.011671529804085,0.011671529804085,-6291.31999277765,0.1624461274188929,-9797.939148469986,18331.6878649013,4464.476680593957,0.0645833333333333
11,175413.536704993,708210.7871952464,23949.5997300368,101776.81601731814,34077.51907004128,44821.99719385554,50931.11215541572,55580.12868823286,111592.94065166908,64883.44214518168,33100.06449025488,229813.1987408248,59092.72846008691,62043.51021276043,27367.39710012817,205935.92137054628,30860.33258304169,92353.55425042064,45050.00096979126,44403.12004893864,304171.95650648454,26958.298332474587,1.7507294706127554,1.7507294706127554,21672.024846555338,0.0644910816651951,45477.93786443051,57785.93510234655,39084.85798775174,0.115
110,87483.90150171772,319938.4486264911,22478.041046239952,89138.5564972006,21775.60141966955,73332.53260992284,26505.019283034744,39201.96757674441,26858.430212604893,30866.579731541828,10489.428512445123,61420.82026233687,55364.08025520119,28028.2114375348,10726.119745416909,107516.79213460656,10828.48959327533,48351.838294532594,29414.415833603183,16440.15423452801,231568.26815593423,14951.440362372863,0.905377240516882,0.905377240516882,9597.700545685606,0.0278735815315011,52238.49775922648,33434.99875489886,29978.685942727738,0.14125
111,-661.1696353706138,146675.51437096743,-1607.101719619122,8735.594614172789,31.23793493351764,-5870.394150102925,-2967.302263748549,-7478.319776395315,3587.161103971388,-1481.1120152084766,-3452.25747473482,-11128.820450641151,3863.9077810715935,-1255.164053483909,260.0406413992802,-18629.02180507219,-2957.2331568027053,6941.430429917982,-934.7991689088432,4301.407356337867,98800.2721873264,2186.705852677567,-0.0200083368070029,-0.0200083368070029,-3566.83852304409,0.1555651142453553,2679.391205049731,866.1522073140227,-20534.28357577299,0.0733333333333333
112,24042.303660874088,61697.54450718958,2552.0544965758545,37093.64626262656,10316.720794288056,44682.77353805557,565.4850274838158,8479.981891984587,12138.35796656015,10759.344827124058,14200.559486030728,47100.33154697475,17331.889078976958,4610.747638637064,8976.972404479347,60186.76846827846,9001.929972641565,19357.900679776365,5280.419651723091,5243.144729928679,172693.22273991886,6120.831896973349,0.3372238432680283,0.3372238432680283,6214.9155902194025,0.0120728436734745,16835.92865994419,12830.785014139405,7054.807515636896,0.185
113,1043.8100697206596,7114.0334398396735,2843.291531928672,8714.086489813853,-5438.995747140079,28173.25911309984,8841.690698343018,-871.250639181097,672.6362737893381,8110.511593211971,-3044.169216443353,-2864.269115062621,-9598.958463176374,-8299.02119938667,7066.490443028954,3731.8990133565976,4476.034856385831,-875.0279966375288,11473.524217105634,-2657.734362456096,41763.02031540299,674.0452872687565,-0.0175072947061275,-0.0175072947061275,4722.016866640404,0.1002791758423803,-18562.54077966136,1702.5492927258774,3190.6640853453728,0.0958333333333333
114,-42461.37492952327,211922.5930876412,-976.4862047642,-57116.73602887256,8344.620364035934,25137.27635683977,21327.183007686333,-678.6778901334942,9392.895700324492,16884.76732118159,12771.684790851295,-4944.027532053089,53479.88502568853,12166.037738685129,2298.008249758786,-114742.49190525542,1708.9999361589628,32330.670464644623,-10030.506709742604,9490.2969932426,91002.11796425912,-1341.611699963756,0.0337640683618174,0.0337640683618174,52.87632589681971,0.1753668244137647,-3908.40475520432,-4894.047718745605,18841.35395452522,0.075
115,141367.20679661183,628639.6420807723,27031.23992506846,140339.4639377505,34822.3639692807,92029.75891161668,52213.68610051459,70990.42187802371,78980.77974046714,92088.83133667376,36869.09632930918,205086.2463885364,136680.70469980105,59923.331825808935,42161.615541662206,260536.565207262,39181.11021316231,72757.12888156046,43658.58154629496,20582.10788089292,415659.55193560425,17655.177340343856,1.5844101709045435,1.5844101709045435,19754.623823058188,0.0235124181040531,131775.34585336753,59907.45652398845,44136.029156146105,0.1625
116,-140561.84485718442,-693175.7171624324,-26250.452300342706,-118475.17720469309,-34538.88456498363,-160953.21519278095,-44433.290360176376,-44651.29181144914,-34024.151461562586,-67114.68499145318,-36291.53518371719,-238934.6372225356,-128456.36989009046,-59872.722377712,-27170.85204936779,-140442.5249776318,-28985.099823759265,-153405.00746516982,-75192.91194392294,-43965.92187569883,-270286.7569647191,-29993.69400504994,-1.7177990829512295,-1.7177990829512295,-20322.817404017896,0.1154637559565796,-98983.62854796209,-62597.775469063534,-43653.95325377328,0.09
117,-163012.914873601,160885.6764179308,-24712.71510173021,-83094.17928189767,-8836.816811117187,-92455.63991079504,-39990.03507377964,-36103.98863848727,-80286.26912811218,-75749.32384031866,-57113.15420490968,52556.17165864888,-36008.903263458385,-31586.92539347207,-20459.54324983687,-148543.51847932755,8825.195199974058,-66936.49450489724,-23918.972442698025,-33560.572991081244,-149039.95352773415,-41424.36362047109,-0.9662359316381826,-0.9662359316381826,-554.7113878303787,0.164434496406326,-35511.308681669645,-39341.969260032245,7508.974028972791,0.0720833333333333
118,176844.79813329986,238116.4885094203,47489.86437924138,136529.80136926466,43987.58520928929,171610.31011001806,30868.920621632133,76250.39937031272,63754.1638594518,66032.95050623894,48212.24918738823,166924.11561414212,45420.86195658192,54797.57866689809,24789.544667729133,119860.78883275772,23885.065498997665,133656.90951461627,59062.38921953577,51377.134561939965,574227.4637677204,18300.982973039405,1.7057107127969988,1.7057107127969988,5275.172982525299,0.0219931125184508,71029.4233425181,63414.77351762837,46060.668772394114,0.1758333333333333
119,33192.25862606306,295142.8037493382,-7216.5815361243185,91036.965394239,-12382.780247903918,138502.09349688585,7030.010385115776,8469.993683695908,-11498.709893725598,16096.45428366493,12608.50548978823,51013.0607909783,40937.60144427052,5131.89236174261,-3544.484504427788,6858.019899260371,-1215.03073003608,43803.2978480061,7426.075903655446,13947.298464698451,352092.203025726,20761.582373673213,0.6123384743643184,0.6123384743643184,-6662.1703970016215,0.09740588661946,66599.3773491911,40145.87294427857,19752.00913236591,0.0995833333333333
12,-70.34229096119974,854.433623945557,5.56730486632339,-105.07827852339226,-169.89522540981864,-95.9929713891321,-316.9834694498046,284.64046897312056,-59.76955532710196,-110.32954095351133,-141.88783067816297,-16.642494387068158,47.44330122461642,148.73232413213265,-63.97058380815391,61.87173829585832,210.42835887241625,351.77229011924976,83.32417742693328,142.71248509537477,304.23393265596485,-121.13491313529262,0.0028428511879949,0.0028428511879949,84.71771524908458,0.1018219258163793,145.83487929686655,386.0832163645206,-116.12396284178216,0.0991666666666666
120,-2.3971019773829934,213.60910655637548,-17.99648282037638,97.90562324186293,19.61811733029112,103.17641455847551,7.174973855603138,11.326601472831394,-19.275140975728085,9.170909888998654,14.571929373910422,-5.889853307011137,31.290449651551185,46.89882220378607,18.14575534720491,349.2232316595224,32.27751604131757,17.454271472306303,-18.63517520842734,24.759638229850147,265.79248669913375,7.796970424361502,0.0007555231346394,0.0007555231346394,-10.359647493477857,0.0474417840585575,38.4322967054396,34.52102898719552,48.33660515380036,0.1333333333333333
121,-107.74893940172,-261.32068451207226,-25.701966002995004,-95.7265915039791,-3.179422939546669,-142.77589507974193,-42.20805758634483,-53.64347142059633,-63.874990749587376,-17.836058784610884,-30.918717305532844,-132.18484695978236,-64.31732328918231,-50.03829435682165,-25.9633523888918,-79.51513952939439,-28.929981540061224,-63.17873451183013,-53.96506202577412,-42.06115201258588,-101.70647589834424,-45.682004841176095,-0.0016413088786994,-0.0016413088786994,0.1194923839836366,0.1754017640783272,-72.94823393146726,-58.88660666824455,-30.092213680612893,0.0729166666666666
122,75.42220070563872,-68.06351361665293,13.305494274349972,-1.8231719762079368,4.082864965286866,27.154096016793822,10.551577464558948,35.82520317572776,40.52017461958841,2.2774712157584176,-10.331617013857542,42.32229190527176,36.17135510178717,12.575010410316844,24.612027481760368,-159.10234855970634,0.8541914691992447,26.33229316334401,15.536687531789324,21.617541514192048,281.5544582163358,30.492867743145347,5.553429051897407e-19,0.0,-7.207692625137099,0.0730086872244105,8.516295987520934,-7.860694260747993,32.00230813725513,0.115
123,-97.51999719200244,-460.6622955801733,-48.09263998944945,-133.56607875314847,-39.881534158145726,-111.224395937259,-31.27484060866164,-88.3042067672315,-66.66389463261112,-97.19189113252678,-42.1040499618247,-115.9029424581017,-57.59908049627372,-95.47266965581208,-25.546904331786067,-41.061234247101055,-25.108658411389406,-102.68409595642288,-67.53493808727538,-38.85162851040751,-236.22337647701124,-26.18010802763905,-0.0019018340975406,-0.0019018340975406,-26.02984070155259,0.1761902475510046,-54.45399903765829,-62.7624988226724,-40.84995774111634,0.0658333333333333
124,215.03741034985524,774.7252952024751,35.175639987296975,243.87397830791448,57.71538999461309,167.03414994669345,89.85373688097806,66.78728422273466,98.859701445506,79.75107750620111,42.315115222972906,269.9109589724163,162.02889326028497,87.41141994892772,71.94957111102806,534.4873430167191,46.69909450746941,159.62153373858226,85.0943556745984,49.094321666046376,671.6072387414995,60.029996847492775,0.00221446436015,0.00221446436015,7.834801284378244,0.0314363313158945,121.9433407718128,98.29446195070815,98.19782196303694,0.1541666666666666
125,-46.72695701728623,-379.35158744933904,-21.79448692257172,-75.40764970875846,0.3839708664210399,-148.19670941937028,-51.26130822478713,-52.28609929178762,-28.16847146586878,-2.095387061901704,11.952674242863502,-127.28426655185382,-45.38308032499515,30.348845244942165,4.348863362850228,-342.73346032508243,17.168828918711807,-10.357043239950032,-1.025650465797435,-18.131183121350304,-139.27513606442997,-55.22650143672073,-0.0007105233241142,-0.0007105233241142,-19.109187226508865,0.1047613321805264,-27.47884218063017,47.07790019778608,-13.167522879119163,0.0958333333333333
126,-16.99900417217668,-6.740694789649071,54.15748909124399,169.45691439454345,142.5436329021593,-12.276423993027652,53.01527433974971,-50.85250157525524,6.773359657469973,46.25397422241112,35.98301962827453,39.76796726278666,147.91947691421984,75.61854855241575,-80.61851445465075,557.1174855101199,8.135368144264723,-2.2218749011545764,83.14538659973124,-59.066815451566455,412.3747340184216,77.13346741259413,0.0010942059191329,0.0010942059191329,-34.7121103535825,0.0537775427301582,57.399740421302425,-51.55939571091449,-14.019251475118104,0.1258333333333333
127,-146.0145017721107,-402.8095419830584,-59.11303009456565,-158.96086967649262,-5.598284129477979,-167.13665260431284,-51.45393555784708,-48.40456048411848,-64.38910387714559,-54.20535277336337,-63.0643467087784,-153.09397900318737,-143.1328319337353,-103.46435825019203,-2.311732631655005,-210.80495567115108,-19.95450620221225,-123.98626234808737,-48.74241257284362,12.993396657278478,11.117217487760412,-59.25055668987569,-0.0021187960830679,-0.0021187960830679,-34.59752359255586,0.1611387244559871,-58.56163226799408,-73.1931010499228,-26.05576583337136,0.0766666666666666
128,-41.16973072568354,-126.771480583066,21.93638183820512,-1.0045870419068486,-11.32037597087552,82.12432399726532,15.786050660300294,3.8565914075446734,51.42141473205972,32.1458764415669,35.62999746453637,120.70695093167112,9.984646853420392,28.43914465475597,11.873682525137117,-190.9067971839241,4.715833238135614,51.06195813616648,22.18152145354247,25.339595321862525,132.831148422152,13.115158611883428,0.0001667361798124,0.0001667361798124,2.0234802000345185,0.0842510996201567,-11.865451775187298,14.498867606164056,-0.7494364048271218,0.1079166666666666
129,-162.1014459685488,-396.943844286596,-8.611185902403436,-119.81589919348728,-17.7369705376522,-97.81669130958728,-35.75377292836316,-60.401535355391246,-53.15417191608829,-50.82784841274699,-33.1056764146293,-137.85398125497346,-54.52304586903228,-40.63493956348356,-12.214876130281043,-47.05061466927123,-17.885150152737037,-84.8495968134761,-33.52033724690392,-26.89077086484137,-227.30201911573624,-26.06821662058714,-0.0010421008753647,-0.0010421008753647,-16.66654892410322,0.1574225370307557,-39.87671099671401,-29.968706683160416,-23.09147346384234,0.0729166666666666
13,-102.05928916681512,-414.29982531691417,24.02149156806305,17.133099814796857,-43.97574416649624,-48.97683948977526,20.985714291306365,-21.903329020238992,40.81455582280633,-100.98862448618767,57.01744766783456,69.7544427041949,-17.485162086316166,87.97829856624892,79.28902875838342,170.25940792354135,21.26295903903787,-15.893976257186477,-15.432854042926907,-51.67684388812286,14.454920448317113,-103.96501364329804,-0.0002125885785744,-0.0002125885785744,-3.631094820737303,0.1034976680436066,47.94996343939986,20.21520539956501,-25.64228710357089,0.0979166666666666
130,282.2182327431796,598.7589974175785,35.08976956821026,165.0929726011158,64.62902223615959,166.11413709050197,57.996883493459634,55.14530369457762,111.45179738154184,89.83641428583874,27.97730314876585,218.32651495152737,130.09944636917734,79.95214928475774,51.9279860142344,463.88166894997073,24.31835713229492,120.24778807204724,69.98096469722572,51.24997986151081,594.0778242666236,47.97167897204918,0.0021102542726135,0.0021102542726135,10.848780105356845,0.0422209049582085,108.1739389993285,108.11652862460704,62.227964501240656,0.1404166666666666
131,-18.15288548615306,-214.14651948045287,-41.65058081325298,51.9317897454724,-17.480018223090926,-111.921113689065,-31.91685309507348,7.903004647914878,-181.00556789755976,-22.08926413621505,49.160352822418034,-278.1552263983632,-97.8445765073626,-51.54367911085815,32.38746397831758,-264.58433709468727,-37.52538344277727,21.59740050932613,-126.16017076413236,58.0346971435949,-8.459000419661331,24.701709068147416,-0.0004168403501458,-0.0004168403501458,-4.02257275598971,0.1023587906794982,-53.69175256379344,124.23996653000285,-63.84775402993967,0.0970833333333333
132,-32.487030348889704,844.6352425734285,209.81821039415087,213.37402128378776,102.07204700266963,249.09737049430976,83.77251892205896,80.70580880546044,-45.81125504064431,70.24008682273285,72.18481416072765,51.95360496491776,13.098396221628336,98.82874524509025,30.152206716519075,676.8212570738922,80.13425992028228,7.065707954859137,109.02769179179631,35.7137710999922,458.4034683367212,78.0978783066086,0.0027355147978324,0.0027355147978324,45.40721719382686,0.0462528224819503,180.06016642132255,51.51537505371769,26.526016585721244,0.135
133,191.60560562439844,262.176959814901,82.58159344743905,-366.0887277598633,-101.65414170154588,-226.8038546075424,25.84957103059236,122.63182305520743,-111.01210725932464,-45.55091333545119,33.96727323188175,-49.75204543247868,-94.47745073973732,43.80998947569199,56.971829184845454,277.0289364710783,80.2370047509352,158.6919190817689,-178.2347570615147,75.7727968813899,436.3508890325082,76.55917745374796,-0.00044289287203,-0.00044289287203,-42.06850595762776,0.0996043153356906,122.03735172287634,-101.41036969237943,30.005842117299725,0.0983333333333333
134,-62.890691014535626,-502.0061229775444,-37.989890089427234,-45.49173880194915,-25.987017008722432,-29.185820870591574,-4.230447511134917,-55.320420813643565,-126.76596679237618,-120.17908287697446,34.65369175918573,97.80603063868716,-119.71597214746836,-0.4977487205083797,-44.559393977307245,-16.92566617222252,-64.38000757270771,-83.37371919941951,-111.95434893267014,29.22624268380743,75.49115675313433,113.00384034530782,-0.0024176741103376,-0.0024176741103376,-120.77575332988756,0.1471703242111529,-132.91870809434047,-40.5352427659095,-81.05301769914192,0.0816666666666666
135,218.36283976077453,1593.4369031482463,139.37346260735595,287.8824256171954,14.495504975504469,356.07474781950486,-32.478562717205605,17.775828876251538,5.430470639023717,187.11429138900843,86.54415577738155,488.23841411238527,273.5781704044064,60.07300806499778,143.24813323390356,830.7487524283049,166.82086518937717,230.76214567571083,270.5675494407094,97.94040907407424,315.98969849019,302.6122769179306,0.0017976240100041,0.0017976240100041,97.78931160898054,0.0528526491644863,162.06084600278012,281.84971025862774,86.441790237606,0.1420833333333333
136,-179.88734438408378,-337.46250462796127,0.8048788991852405,-186.02581080428484,-16.630092239243645,-146.56993269013438,-104.00663083943576,-145.7644053703114,-91.29159102841972,56.461684644627454,-31.784278534153227,-119.91391026060344,-187.3587614452182,-118.53608325182743,-190.549640569904,-262.637821907567,-86.7071815687233,-103.7054073353698,-17.481750249268412,-21.41095435634005,162.85874959831858,-82.7210386900717,-0.0029699874947894,-0.0029699874947894,-186.56026222974856,0.1394697774957423,-140.2168905916174,-123.15281092454616,-83.17534325499908,0.08375
137,-356.3737362452833,-891.5714559434932,-98.837824071286,-142.36273643373724,-6.122585399719124,-406.27975337130965,-93.51818595707223,-203.6968239982196,-252.66070501622823,-158.19989218466637,14.416743672416205,-309.52932720643423,-112.1232944401628,-217.30436867978227,-82.66820798371242,-497.3941965402717,-106.27597995728831,-152.82226937505715,-257.85919396849806,-68.21439646346033,-712.5459598485088,-58.75958495076131,-0.0038036681950812,-0.0038036681950812,-51.32856102048736,0.1831123143344462,-139.99140407301556,-120.20231465929248,-143.9851042192757,0.0725
138,7.29291843472024,33.59044948155908,44.75978450965758,160.57754931560055,122.4015939220237,-13.151304033482043,30.81329714234217,-38.0291361952774,26.120713817521647,35.37080855025433,35.727331980776555,18.104816737746752,101.15623802167478,61.60046243960804,-71.18023191775382,455.5862276231351,4.623214397441634,-13.641066128840816,71.76904064448777,-46.14664509336325,413.06124992409946,66.46344963177317,0.0010160483534806,0.0010160483534806,-22.47591344326153,0.0473836572927906,61.09201531979559,-38.338792826125086,-16.15670859891489,0.1308333333333333
139,-129.5910586436123,-354.9941279118706,-54.13312244313104,-155.5202296208056,2.129210086095485,-193.52654194978865,-42.51966548857583,-32.26676970883668,-56.35820721403559,-68.13310212502017,-47.61912213592216,-162.78712552025598,-103.4941053521602,-94.6770495318435,-10.674606009472502,-195.1012393793007,-24.961258435052144,-124.74576745406398,-48.20284449041422,8.037773527544248,20.5087776547634,-54.82487691178209,-0.0018493019632513,-0.0018493019632513,-29.78779600151198,0.1754532112028984,-115.50823603114252,-60.495707879781605,-33.912788358114724,0.0725
14,68.11564673696185,35.80450409329546,-106.1562511800378,500.42904772586206,-167.9652604607154,21.70999913861756,103.55016030848634,-247.070130745684,138.09158642691915,19.89065926641948,-89.91195112204025,191.3056465930234,-252.4236026517324,-113.01797528322236,83.04260754416346,425.0402857848821,-216.2409073271018,193.0267859282669,91.22277229340776,-22.41874343517714,144.33816506429616,-127.29802473587014,0.0008170070862859,0.0008170070862859,-179.67155557752915,0.095706725109227,-87.67467773653331,-353.7388011403153,-167.69380476695434,0.1033333333333333
140,33.24066599354719,-71.47104618188801,7.419938741027021,25.935615982969527,3.121670162398874,9.77855282947831,12.38108271389572,1.7276595014162042,26.709055944338424,15.28949627561041,11.856355835558244,81.69028681707292,19.61235106532391,20.93958602035816,4.293622289769301,-148.72358213963383,5.668702824360879,31.23218913680213,16.38362294191921,21.49034752531176,202.46937188110465,18.888916439382143,0.0,0.0,-1.540059263045709,0.0760737000589509,3.1071965880591463,30.546423597808264,6.113161498654482,0.1120833333333333
